Datetime,Symbol,Gap,Previous_Day_Return,RVOL,ORB_High,ORB_Low,ORB_Range,ORB_Percent,ORB_Body,VWAP_Distance,ATR_Percent,EMA20_Distance,Future_15m,Future_30m,Future_60m,RS_15,RS_30,RS_60
2026-06-10 09:15:00+05:30,CIPLA,0.0,-0.3264,0.9157,1383.2,1371.1,12.1,0.8806,0.1892,-0.0266,0.3383,-0.4127,0.5739,0.5085,0.6538,0.1892,-0.1378,-0.0363
2026-06-11 09:15:00+05:30,CIPLA,0.2258,-0.1818,0.7025,1383.7,1373.9,9.8,0.7122,0.2834,0.058,0.2655,-0.0702,0.1232,-0.0072,0.6304,0.5098,0.3272,0.0217
2026-06-12 09:15:00+05:30,CIPLA,0.7444,-0.0433,1.1596,1394.0,1383.1,10.9,0.782,0.1794,0.1367,0.3748,0.4469,-0.23,-0.5318,-0.1869,0.5637,0.5202,0.6365
2026-06-15 09:15:00+05:30,CIPLA,0.772,-0.2734,1.6572,1397.9,1374.5,23.4,1.6754,1.2744,-0.3517,0.3771,-0.6696,-0.0943,0.1233,-0.0943,-0.5123,-0.7843,-0.5983
2026-06-16 09:15:00+05:30,CIPLA,0.0362,0.0724,0.4266,1391.2,1378.0,13.2,0.9547,0.2821,0.0914,0.2411,0.2942,0.0361,0.339,0.0577,0.3184,0.391,0.3983
2026-06-17 09:15:00+05:30,CIPLA,0.3709,0.1676,1.2836,1381.7,1365.8,15.9,1.1522,0.8406,-0.26,0.3153,-0.4837,-0.0146,-0.38,-0.4312,-0.4728,-0.306,-0.226
2026-06-18 09:15:00+05:30,CIPLA,0.2222,-0.0222,1.0926,1365.0,1352.2,12.8,0.9459,0.7094,0.2059,0.2836,0.7546,-0.0807,-0.0954,-0.2495,0.9332,0.9108,1.188
2026-06-19 09:15:00+05:30,CIPLA,-0.2797,0.2435,0.8689,1362.3,1354.8,7.5,0.5535,0.2066,-0.0368,0.2073,0.2989,-0.0147,-0.0589,-0.0736,-0.0736,0.1697,0.429
2026-06-22 09:15:00+05:30,CIPLA,1.4043,0.111,6.892,1390.9,1370.6,20.3,1.4796,0.9548,0.2098,0.4595,2.1392,0.0289,0.5559,1.1335,2.3725,2.4861,2.5089
2026-06-23 09:15:00+05:30,CIPLA,0.4093,0.1343,0.6982,1428.7,1418.8,9.9,0.6958,0.4076,0.2268,0.2815,1.3647,0.574,0.938,1.498,0.8186,0.954,0.7973
2026-06-24 09:15:00+05:30,CIPLA,0.7456,0.1396,0.7774,1448.7,1426.8,21.9,1.5148,1.3073,-0.509,0.422,-0.7691,0.792,0.6939,0.6588,-0.5714,-0.4327,-0.8409
2026-06-25 09:15:00+05:30,CIPLA,0.7935,-0.1043,0.3509,1448.6,1438.4,10.2,0.7044,0.5732,-0.1757,0.4009,-0.0635,-0.0069,0.0486,0.0764,0.2158,0.1113,-0.2702
2026-06-29 09:15:00+05:30,CIPLA,0.3127,-0.1041,1.2919,1456.7,1441.5,15.2,1.0529,0.5611,0.1241,0.4335,0.5028,1.047,1.6187,2.0388,0.8755,0.7705,0.5471
2026-05-05 09:15:00+05:30,COALINDIA,-0.0104,-0.1248,0.272,480.0,476.1,3.9,0.8126,0.7501,-0.2374,0.3966,-0.6166,-0.3149,-0.0735,-0.5038,-0.7604,-0.8843,-0.3139
2026-05-06 09:15:00+05:30,COALINDIA,0.3388,-0.1374,0.9381,477.5,473.25,4.25,0.8969,0.1372,-0.1228,0.3387,0.2293,0.2529,0.3161,0.3161,0.4764,0.3383,0.4127
2026-05-07 09:15:00+05:30,COALINDIA,0.3414,-0.4038,1.236,472.4,468.6,3.8,0.8082,0.0,-0.0425,0.3745,-0.4191,-0.6593,-0.3722,-0.2127,0.3414,-0.0638,-0.3814
2026-05-08 09:15:00+05:30,COALINDIA,-0.9237,-0.2251,4.891,463.35,456.3,7.05,1.5286,0.4011,-0.0689,0.9633,-1.3855,-0.381,-0.3374,0.283,-1.3212,-1.5432,-1.3529
2026-05-11 09:15:00+05:30,COALINDIA,-0.1205,0.2635,0.1938,456.35,452.85,3.5,0.7675,0.2303,0.0513,0.3242,-0.5089,0.1649,1.154,1.3958,-0.3505,-0.0878,-0.3177
