Datetime,Symbol,RS_Open,Future_15m,Future_30m,Future_60m,Rank
2026-05-21 14:45:00+05:30,ASIANPAINT.NS,-0.0928,-0.3414,-0.3031,1.4616,2
2026-05-21 15:00:00+05:30,ASIANPAINT.NS,-0.171,0.0385,1.047,2.2211,1
2026-05-21 15:15:00+05:30,ASIANPAINT.NS,-0.0025,1.0082,1.77,2.2318,1
2026-05-22 09:15:00+05:30,ASIANPAINT.NS,0.5984,0.7543,1.1619,0.9143,1
2026-05-22 09:30:00+05:30,ASIANPAINT.NS,0.6747,0.4046,0.4537,0.2155,1
2026-05-22 09:45:00+05:30,ASIANPAINT.NS,0.2898,0.049,-0.2448,-0.2297,1
2026-05-22 10:00:00+05:30,ASIANPAINT.NS,-0.0174,-0.2936,-0.2371,0.0188,2
2026-05-22 10:15:00+05:30,ASIANPAINT.NS,-0.1666,0.0566,0.0151,0.2378,2
2026-05-22 10:30:00+05:30,ASIANPAINT.NS,-0.0866,-0.0415,0.2566,0.0943,1
2026-05-22 10:45:00+05:30,ASIANPAINT.NS,0.01,0.2982,0.2227,0.0076,1
2026-05-22 11:00:00+05:30,ASIANPAINT.NS,0.2969,-0.0753,-0.1618,-0.0263,1
2026-05-22 11:15:00+05:30,ASIANPAINT.NS,-0.0145,-0.0866,-0.2147,-0.4143,1
2026-05-22 11:30:00+05:30,ASIANPAINT.NS,-0.3048,-0.1282,0.1357,0.1319,2
2026-05-22 11:45:00+05:30,ASIANPAINT.NS,-0.1425,0.2642,-0.2,0.3736,2
2026-05-22 12:00:00+05:30,ASIANPAINT.NS,0.2831,-0.463,-0.0038,0.2033,1
2026-05-22 12:15:00+05:30,ASIANPAINT.NS,-0.3636,0.4614,0.5748,0.571,2
2026-05-22 12:30:00+05:30,ASIANPAINT.NS,0.4057,0.1129,0.207,-0.2334,1
2026-05-22 12:45:00+05:30,ASIANPAINT.NS,-0.0396,0.094,-0.0038,-0.094,1
2026-05-22 13:00:00+05:30,ASIANPAINT.NS,0.0948,-0.0977,-0.4395,-0.263,1
2026-05-22 13:15:00+05:30,ASIANPAINT.NS,-0.0561,-0.3422,-0.0902,-0.1241,2
2026-05-22 13:30:00+05:30,ASIANPAINT.NS,-0.3242,0.2528,0.1773,0.1773,2
2026-05-22 13:45:00+05:30,ASIANPAINT.NS,0.2681,-0.0753,-0.0339,-0.5721,1
2026-05-22 14:00:00+05:30,ASIANPAINT.NS,-0.0202,0.0414,0.0,-0.4972,2
2026-05-22 14:15:00+05:30,ASIANPAINT.NS,0.2052,-0.0414,-0.5384,-0.6137,1
2026-05-22 14:30:00+05:30,ASIANPAINT.NS,0.1467,-0.4972,-0.4972,0.5913,1
2026-05-22 14:45:00+05:30,ASIANPAINT.NS,-0.5379,0.0,-0.0757,0.9955,2
2026-05-22 15:00:00+05:30,ASIANPAINT.NS,0.0085,-0.0757,1.0939,1.0485,2
2026-05-22 15:15:00+05:30,ASIANPAINT.NS,-0.1957,1.1705,1.0721,1.1743,2
2026-05-25 09:15:00+05:30,ASIANPAINT.NS,-0.503,-0.0973,-0.0449,0.1123,2
2026-05-25 09:30:00+05:30,ASIANPAINT.NS,0.0014,0.0525,0.1012,0.3036,2
2026-05-25 09:45:00+05:30,ASIANPAINT.NS,0.0784,0.0487,0.1573,0.1686,2
2026-05-25 10:00:00+05:30,ASIANPAINT.NS,-0.0256,0.1086,0.2022,-0.03,1
2026-05-25 10:15:00+05:30,ASIANPAINT.NS,0.074,0.0935,0.0112,-0.2057,1
2026-05-25 10:30:00+05:30,ASIANPAINT.NS,-0.0171,-0.0822,-0.2317,-0.3101,1
2026-05-25 10:45:00+05:30,ASIANPAINT.NS,-0.0594,-0.1496,-0.2169,-0.1309,1
2026-05-25 11:00:00+05:30,ASIANPAINT.NS,-0.1832,-0.0674,-0.0787,0.0562,2
2026-05-25 11:15:00+05:30,ASIANPAINT.NS,-0.033,-0.0112,0.0862,0.1424,2
2026-05-25 11:30:00+05:30,ASIANPAINT.NS,-0.0179,0.0975,0.1349,0.1799,2
2026-05-25 11:45:00+05:30,ASIANPAINT.NS,0.0789,0.0374,0.0562,-0.0075,1
2026-05-25 12:00:00+05:30,ASIANPAINT.NS,0.1385,0.0187,0.0449,-0.0749,1
2026-05-25 12:15:00+05:30,ASIANPAINT.NS,0.0536,0.0262,-0.0636,-0.0749,1
2026-05-25 12:30:00+05:30,ASIANPAINT.NS,0.0195,-0.0898,-0.1197,-0.2918,1
2026-05-25 12:45:00+05:30,ASIANPAINT.NS,-0.0737,-0.03,-0.0112,-0.2359,2
2026-05-25 13:00:00+05:30,ASIANPAINT.NS,-0.1278,0.0187,-0.1723,-0.281,1
2026-05-25 13:15:00+05:30,ASIANPAINT.NS,-0.0021,-0.191,-0.2247,-0.4345,1
2026-05-25 13:30:00+05:30,ASIANPAINT.NS,-0.1043,-0.0338,-0.1088,-0.3002,2
2026-05-25 13:45:00+05:30,ASIANPAINT.NS,-0.0325,-0.0751,-0.2102,-0.2102,2
2026-05-25 14:00:00+05:30,ASIANPAINT.NS,-0.0438,-0.1352,-0.1916,-0.1615,1
2026-05-25 14:15:00+05:30,ASIANPAINT.NS,-0.2112,-0.0564,0.0,-0.015,2
2026-05-25 14:30:00+05:30,ASIANPAINT.NS,-0.1765,0.0565,0.0301,-0.143,2
2026-05-25 14:45:00+05:30,ASIANPAINT.NS,-0.0345,-0.0263,-0.015,-0.2784,1
2026-05-25 15:00:00+05:30,ASIANPAINT.NS,-0.0092,0.0113,-0.1731,-0.3085,2
2026-05-25 15:15:00+05:30,ASIANPAINT.NS,-0.0547,-0.1843,-0.2634,-0.2144,2
2026-05-26 09:15:00+05:30,ASIANPAINT.NS,-0.3588,-0.0792,-0.1357,0.147,2
2026-05-26 09:30:00+05:30,ASIANPAINT.NS,-0.2254,-0.0566,0.049,0.1509,2
2026-05-26 09:45:00+05:30,ASIANPAINT.NS,0.0644,0.1057,0.2831,0.3699,2
2026-05-26 10:00:00+05:30,ASIANPAINT.NS,-0.0289,0.1772,0.1018,0.3959,1
2026-05-26 10:15:00+05:30,ASIANPAINT.NS,0.1425,-0.0753,0.0866,0.0828,2
2026-05-26 10:30:00+05:30,ASIANPAINT.NS,-0.0996,0.162,0.2938,0.2109,2
2026-05-26 10:45:00+05:30,ASIANPAINT.NS,0.1405,0.1316,-0.0038,-0.1617,2
2026-05-26 11:00:00+05:30,ASIANPAINT.NS,0.1148,-0.1352,-0.0826,-0.2704,2
2026-05-26 11:15:00+05:30,ASIANPAINT.NS,-0.0315,0.0527,-0.1579,-0.1279,2
2026-05-26 11:30:00+05:30,ASIANPAINT.NS,-0.023,-0.2105,-0.1879,-0.2481,1
2026-05-26 11:45:00+05:30,ASIANPAINT.NS,-0.1174,0.0226,0.0301,-0.0904,1
2026-05-26 12:00:00+05:30,ASIANPAINT.NS,0.0979,0.0075,-0.0603,-0.2109,1
2026-05-26 12:15:00+05:30,ASIANPAINT.NS,0.0092,-0.0678,-0.1205,-0.113,1
2026-05-26 12:30:00+05:30,ASIANPAINT.NS,-0.0454,-0.0527,-0.1507,-0.0188,1
2026-05-26 12:45:00+05:30,ASIANPAINT.NS,-0.0051,-0.098,0.0075,-0.0679,1
2026-05-26 13:00:00+05:30,ASIANPAINT.NS,-0.0156,0.1057,0.1321,-0.0377,1
2026-05-26 13:15:00+05:30,ASIANPAINT.NS,0.0644,0.0264,-0.0754,-0.2563,1
2026-05-26 13:30:00+05:30,ASIANPAINT.NS,0.1433,-0.1018,-0.1696,-0.4635,1
2026-05-26 13:45:00+05:30,ASIANPAINT.NS,-0.0258,-0.0679,-0.1811,-0.1962,2
2026-05-26 14:00:00+05:30,ASIANPAINT.NS,-0.0243,-0.1133,-0.2945,0.034,1
2026-05-26 14:15:00+05:30,ASIANPAINT.NS,-0.1064,-0.1814,-0.0151,-0.0718,1
2026-05-26 14:30:00+05:30,ASIANPAINT.NS,-0.1079,0.1666,0.3294,1.0526,1
2026-05-26 14:45:00+05:30,ASIANPAINT.NS,0.1002,0.1625,-0.0567,0.7749,2
2026-05-26 15:00:00+05:30,ASIANPAINT.NS,0.1784,-0.2189,0.7208,0.7925,1
2026-05-26 15:15:00+05:30,ASIANPAINT.NS,-0.3429,0.9417,0.832,1.093,1
2026-05-27 09:15:00+05:30,ASIANPAINT.NS,0.4731,-0.1087,0.0712,-0.0749,2
2026-05-27 09:30:00+05:30,ASIANPAINT.NS,-0.1007,0.18,0.2588,-0.0713,2
2026-05-27 09:45:00+05:30,ASIANPAINT.NS,0.3026,0.0786,-0.146,0.3669,2
2026-05-27 10:00:00+05:30,ASIANPAINT.NS,-0.1895,-0.2245,-0.3292,0.0187,2
2026-05-27 10:15:00+05:30,ASIANPAINT.NS,-0.2761,-0.105,0.5137,0.6599,2
2026-05-27 10:30:00+05:30,ASIANPAINT.NS,-0.0054,0.6193,0.3491,0.7432,2
2026-05-27 10:45:00+05:30,ASIANPAINT.NS,0.4911,-0.2686,0.1455,-0.1007,1
2026-05-27 11:00:00+05:30,ASIANPAINT.NS,-0.2477,0.4152,0.3927,0.2992,2
2026-05-27 11:15:00+05:30,ASIANPAINT.NS,0.3645,-0.0224,-0.2459,-0.1751,2
2026-05-27 11:30:00+05:30,ASIANPAINT.NS,0.0514,-0.2235,-0.0931,-0.082,1
2026-05-27 11:45:00+05:30,ASIANPAINT.NS,-0.1424,0.1307,0.0709,0.1195,1
2026-05-27 12:00:00+05:30,ASIANPAINT.NS,0.1754,-0.0597,0.0112,-0.2014,1
2026-05-27 12:15:00+05:30,ASIANPAINT.NS,-0.0296,0.0709,0.0485,-0.1642,1
2026-05-27 12:30:00+05:30,ASIANPAINT.NS,-0.0546,-0.0224,-0.2125,-0.2312,1
2026-05-27 12:45:00+05:30,ASIANPAINT.NS,0.1065,-0.1902,-0.2126,-0.0858,1
2026-05-27 13:00:00+05:30,ASIANPAINT.NS,-0.1702,-0.0224,-0.0187,0.1084,2
2026-05-27 13:15:00+05:30,ASIANPAINT.NS,0.0016,0.0037,0.1271,0.0,2
2026-05-27 13:30:00+05:30,ASIANPAINT.NS,-0.0054,0.1233,0.1271,-0.1383,1
2026-05-27 13:45:00+05:30,ASIANPAINT.NS,0.0419,0.0037,-0.1269,-0.2837,2
2026-05-27 14:00:00+05:30,ASIANPAINT.NS,0.0719,-0.1306,-0.265,-0.2762,2
2026-05-27 14:15:00+05:30,ASIANPAINT.NS,-0.1072,-0.1346,-0.157,-0.0187,2
2026-05-27 14:30:00+05:30,ASIANPAINT.NS,-0.0709,-0.0225,-0.0112,-0.2433,2
2026-05-27 14:45:00+05:30,ASIANPAINT.NS,-0.111,0.0112,0.1385,-0.146,1
2026-05-27 15:00:00+05:30,ASIANPAINT.NS,-0.044,0.1273,-0.2321,0.3593,2
2026-05-27 15:15:00+05:30,ASIANPAINT.NS,0.0303,-0.3589,-0.2841,0.1645,1
2026-05-29 09:15:00+05:30,ASIANPAINT.NS,-1.0932,0.075,0.5928,0.0976,2
2026-05-29 09:30:00+05:30,ASIANPAINT.NS,0.1702,0.5174,0.4499,0.3224,1
2026-05-29 09:45:00+05:30,ASIANPAINT.NS,0.3848,-0.0671,-0.4923,-0.2238,1
2026-05-29 10:00:00+05:30,ASIANPAINT.NS,-0.1712,-0.4255,-0.1269,-0.265,2
2026-05-29 10:15:00+05:30,ASIANPAINT.NS,-0.3039,0.2999,0.2699,0.0225,2
2026-05-29 10:30:00+05:30,ASIANPAINT.NS,0.3289,-0.0299,-0.1383,-0.299,1
2026-05-29 10:45:00+05:30,ASIANPAINT.NS,-0.0204,-0.1084,-0.2467,-0.3962,1
2026-05-29 11:00:00+05:30,ASIANPAINT.NS,-0.0804,-0.1385,-0.1609,-0.0823,1
2026-05-29 11:15:00+05:30,ASIANPAINT.NS,-0.172,-0.0225,-0.1499,0.2211,2
2026-05-29 11:30:00+05:30,ASIANPAINT.NS,-0.0237,-0.1274,0.0787,0.3898,2
2026-05-29 11:45:00+05:30,ASIANPAINT.NS,-0.1681,0.2064,0.3715,0.4091,2
2026-05-29 12:00:00+05:30,ASIANPAINT.NS,0.435,0.1648,0.3108,-0.1273,1
2026-05-29 12:15:00+05:30,ASIANPAINT.NS,0.0478,0.1458,0.0374,-0.0374,1
2026-05-29 12:30:00+05:30,ASIANPAINT.NS,0.1086,-0.1083,-0.4368,-0.1269,1
2026-05-29 12:45:00+05:30,ASIANPAINT.NS,-0.0903,-0.3289,-0.0748,0.1495,2
2026-05-29 13:00:00+05:30,ASIANPAINT.NS,-0.0333,0.255,0.3112,1.395,1
2026-05-29 13:15:00+05:30,ASIANPAINT.NS,0.23,0.0561,0.2244,1.6009,1
2026-05-29 13:30:00+05:30,ASIANPAINT.NS,0.0643,0.1682,1.0804,0.2991,1
2026-05-29 13:45:00+05:30,ASIANPAINT.NS,0.2671,0.9106,1.3734,0.6121,1
2026-05-29 14:00:00+05:30,ASIANPAINT.NS,1.0244,0.4586,-0.773,-1.4239,1
2026-05-29 14:15:00+05:30,ASIANPAINT.NS,0.4271,-1.2259,-0.751,-1.6456,1
2026-05-29 14:30:00+05:30,ASIANPAINT.NS,-1.3704,0.4808,-0.656,3.3433,2
2026-05-29 14:45:00+05:30,ASIANPAINT.NS,0.5671,-1.1313,-0.9014,1.2575,1
2026-05-29 15:00:00+05:30,ASIANPAINT.NS,-0.1061,0.2326,4.0257,2.7613,2
2026-05-29 15:15:00+05:30,ASIANPAINT.NS,-0.1389,3.7842,2.1785,2.3132,2
2026-06-01 09:15:00+05:30,ASIANPAINT.NS,1.6054,-1.5472,-1.2154,-1.659,1
2026-06-01 09:30:00+05:30,ASIANPAINT.NS,-1.4767,0.337,0.1319,0.0989,2
2026-06-01 09:45:00+05:30,ASIANPAINT.NS,0.4497,-0.2045,-0.4491,-0.3797,1
2026-06-01 10:00:00+05:30,ASIANPAINT.NS,-0.2073,-0.2451,-0.0329,-0.1719,2
2026-06-01 10:15:00+05:30,ASIANPAINT.NS,-0.1139,0.2127,0.0697,-0.7225,2
2026-06-01 10:30:00+05:30,ASIANPAINT.NS,0.2174,-0.1427,-0.1391,-1.6761,1
2026-06-01 10:45:00+05:30,ASIANPAINT.NS,-0.2841,0.0037,-0.7916,-1.6529,2
2026-06-01 11:00:00+05:30,ASIANPAINT.NS,-0.1941,-0.7952,-1.5392,-1.5245,2
2026-06-01 11:15:00+05:30,ASIANPAINT.NS,-0.5993,-0.7499,-0.8681,-0.8053,2
2026-06-01 11:30:00+05:30,ASIANPAINT.NS,-0.7354,-0.1191,0.0149,-0.2419,2
2026-06-01 11:45:00+05:30,ASIANPAINT.NS,0.0964,0.1342,0.0633,-0.0484,1
2026-06-01 12:00:00+05:30,ASIANPAINT.NS,-0.0186,-0.0707,-0.2568,-0.6438,1
2026-06-01 12:15:00+05:30,ASIANPAINT.NS,-0.0254,-0.1862,-0.1117,-0.6852,2
2026-06-01 12:30:00+05:30,ASIANPAINT.NS,-0.169,0.0746,-0.388,-0.7574,1
2026-06-01 12:45:00+05:30,ASIANPAINT.NS,0.059,-0.4623,-0.5742,-1.0365,1
2026-06-01 13:00:00+05:30,ASIANPAINT.NS,-0.1986,-0.1124,-0.3708,-0.4645,2
2026-06-01 13:15:00+05:30,ASIANPAINT.NS,-0.2053,-0.2587,-0.465,-0.795,2
2026-06-01 13:30:00+05:30,ASIANPAINT.NS,-0.254,-0.2068,-0.094,-0.8271,1
2026-06-01 13:45:00+05:30,ASIANPAINT.NS,-0.098,0.113,-0.3315,-0.7309,2
2026-06-01 14:00:00+05:30,ASIANPAINT.NS,0.3214,-0.444,-0.7338,-0.8768,1
2026-06-01 14:15:00+05:30,ASIANPAINT.NS,-0.3611,-0.2911,-0.4007,-0.3213,2
2026-06-01 14:30:00+05:30,ASIANPAINT.NS,-0.4086,-0.1099,-0.144,0.3563,2
2026-06-01 14:45:00+05:30,ASIANPAINT.NS,0.0535,-0.0342,0.0797,0.2808,1
2026-06-01 15:00:00+05:30,ASIANPAINT.NS,-0.0882,0.1139,0.5011,-0.0494,2
2026-06-01 15:15:00+05:30,ASIANPAINT.NS,0.1613,0.3868,0.201,-0.383,1
2026-06-02 09:15:00+05:30,ASIANPAINT.NS,0.5328,-0.1851,-0.5477,-0.272,1
2026-06-02 09:30:00+05:30,ASIANPAINT.NS,-0.2888,-0.3633,-0.5828,-0.685,1
2026-06-02 09:45:00+05:30,ASIANPAINT.NS,-0.4099,-0.2203,0.2773,-0.5849,2
2026-06-02 10:00:00+05:30,ASIANPAINT.NS,-0.0788,0.4987,-0.1028,-0.5063,2
2026-06-02 10:15:00+05:30,ASIANPAINT.NS,0.1122,-0.5985,-0.8598,-0.553,2
2026-06-02 10:30:00+05:30,ASIANPAINT.NS,-0.5116,-0.2629,-0.4039,-0.2591,2
2026-06-02 10:45:00+05:30,ASIANPAINT.NS,-0.0403,-0.1414,0.3095,-0.1872,2
2026-06-02 11:00:00+05:30,ASIANPAINT.NS,-0.2683,0.4515,0.1454,-0.0344,1
2026-06-02 11:15:00+05:30,ASIANPAINT.NS,0.3469,-0.3047,-0.4951,-0.6285,1
2026-06-02 11:30:00+05:30,ASIANPAINT.NS,-0.1456,-0.191,-0.1796,0.6686,1
2026-06-02 11:45:00+05:30,ASIANPAINT.NS,-0.1656,0.0115,-0.134,1.4813,2
2026-06-02 12:00:00+05:30,ASIANPAINT.NS,0.0299,-0.1454,0.8497,1.3587,2
2026-06-02 12:15:00+05:30,ASIANPAINT.NS,-0.1263,0.9966,1.6175,1.6826,2
2026-06-02 12:30:00+05:30,ASIANPAINT.NS,0.5729,0.6148,0.5047,0.8084,1
2026-06-02 12:45:00+05:30,ASIANPAINT.NS,0.1983,-0.1094,0.0641,0.5356,1
2026-06-02 13:00:00+05:30,ASIANPAINT.NS,-0.1398,0.1737,0.3021,0.4645,2
2026-06-02 13:15:00+05:30,ASIANPAINT.NS,0.0136,0.1282,0.4712,0.1696,1
2026-06-02 13:30:00+05:30,ASIANPAINT.NS,0.1355,0.3426,0.1619,-0.0452,2
2026-06-02 13:45:00+05:30,ASIANPAINT.NS,0.2817,-0.1801,-0.3001,-0.3039,1
2026-06-02 14:00:00+05:30,ASIANPAINT.NS,-0.2799,-0.1203,-0.2067,0.0864,2
2026-06-02 14:15:00+05:30,ASIANPAINT.NS,-0.0453,-0.0865,-0.0038,0.2107,1
2026-06-02 14:30:00+05:30,ASIANPAINT.NS,0.1845,0.0829,0.2938,0.0565,2
2026-06-02 14:45:00+05:30,ASIANPAINT.NS,0.1342,0.2107,0.2145,0.4478,1
2026-06-02 15:00:00+05:30,ASIANPAINT.NS,0.0078,0.0038,-0.2366,-0.1089,1
2026-06-02 15:15:00+05:30,ASIANPAINT.NS,-0.094,-0.2403,0.2328,-0.0789,2
2026-06-03 09:15:00+05:30,ASIANPAINT.NS,0.7981,0.4743,0.128,-0.3614,2
2026-06-03 09:30:00+05:30,ASIANPAINT.NS,0.5646,-0.3447,-0.311,-1.0453,1
2026-06-03 09:45:00+05:30,ASIANPAINT.NS,-0.3041,0.0338,-0.4887,-0.5338,1
2026-06-03 10:00:00+05:30,ASIANPAINT.NS,0.0582,-0.5224,-0.7366,-0.3232,1
2026-06-03 10:15:00+05:30,ASIANPAINT.NS,-0.555,-0.2153,-0.0453,0.3627,2
2026-06-03 10:30:00+05:30,ASIANPAINT.NS,-0.1676,0.1704,0.4165,0.7269,2
2026-06-03 10:45:00+05:30,ASIANPAINT.NS,0.1655,0.2457,0.4082,0.1928,1
2026-06-03 11:00:00+05:30,ASIANPAINT.NS,0.3128,0.1621,0.3092,-0.0679,1
2026-06-03 11:15:00+05:30,ASIANPAINT.NS,0.0905,0.1468,-0.2146,0.1129,1
2026-06-03 11:30:00+05:30,ASIANPAINT.NS,0.2303,-0.3608,-0.3759,0.218,2
2026-06-03 11:45:00+05:30,ASIANPAINT.NS,-0.2851,-0.0151,0.3282,0.3621,2
2026-06-03 12:00:00+05:30,ASIANPAINT.NS,0.0126,0.3433,0.5961,0.2792,2
2026-06-03 12:15:00+05:30,ASIANPAINT.NS,0.0792,0.2519,0.0338,0.0301,1
2026-06-03 12:30:00+05:30,ASIANPAINT.NS,-0.1474,-0.2175,-0.315,-0.3113,2
2026-06-03 12:45:00+05:30,ASIANPAINT.NS,-0.0755,-0.0977,-0.0038,0.0038,2
2026-06-03 13:00:00+05:30,ASIANPAINT.NS,-0.1623,0.0941,0.0038,0.2935,2
2026-06-03 13:15:00+05:30,ASIANPAINT.NS,-0.1165,-0.0902,0.0075,0.2331,1
2026-06-03 13:30:00+05:30,ASIANPAINT.NS,0.0146,0.0978,0.2897,0.4214,1
2026-06-03 13:45:00+05:30,ASIANPAINT.NS,-0.0688,0.1917,0.2255,0.3721,2
2026-06-03 14:00:00+05:30,ASIANPAINT.NS,0.0561,0.0338,0.1313,-0.09,1
2026-06-03 14:15:00+05:30,ASIANPAINT.NS,-0.0901,0.0975,0.1462,-0.6225,2
2026-06-03 14:30:00+05:30,ASIANPAINT.NS,-0.0514,0.0487,-0.221,0.1836,1
2026-06-03 14:45:00+05:30,ASIANPAINT.NS,0.0328,-0.2696,-0.7676,0.88,1
2026-06-03 15:00:00+05:30,ASIANPAINT.NS,-0.0688,-0.4994,0.4055,0.8824,2
2026-06-03 15:15:00+05:30,ASIANPAINT.NS,-0.4955,0.9094,1.6604,1.4679,2
2026-06-04 09:15:00+05:30,ASIANPAINT.NS,0.3694,0.7442,0.4749,0.7442,1
2026-06-04 09:30:00+05:30,ASIANPAINT.NS,0.6295,-0.2673,-0.1893,-0.1967,1
2026-06-04 09:45:00+05:30,ASIANPAINT.NS,-0.4914,0.0782,0.268,-0.4243,2
2026-06-04 10:00:00+05:30,ASIANPAINT.NS,-0.0395,0.1897,-0.0074,-0.5578,1
2026-06-04 10:15:00+05:30,ASIANPAINT.NS,0.1994,-0.1967,-0.6904,-0.8389,1
2026-06-04 10:30:00+05:30,ASIANPAINT.NS,-0.1477,-0.4947,-0.5505,-0.4277,2
2026-06-04 10:45:00+05:30,ASIANPAINT.NS,-0.5538,-0.0561,-0.1495,-0.1383,2
2026-06-04 11:00:00+05:30,ASIANPAINT.NS,0.0165,-0.0935,0.1234,-0.2132,2
2026-06-04 11:15:00+05:30,ASIANPAINT.NS,-0.0535,0.2171,0.0112,-0.0037,2
2026-06-04 11:30:00+05:30,ASIANPAINT.NS,-0.0122,-0.2054,-0.3362,-0.5267,1
2026-06-04 11:45:00+05:30,ASIANPAINT.NS,-0.115,-0.131,-0.015,-0.2059,2
2026-06-04 12:00:00+05:30,ASIANPAINT.NS,-0.2038,0.1162,-0.1911,-0.5472,2
2026-06-04 12:15:00+05:30,ASIANPAINT.NS,0.1491,-0.307,-0.1909,-0.7262,1
2026-06-04 12:30:00+05:30,ASIANPAINT.NS,-0.1145,0.1164,-0.3567,-0.2216,2
2026-06-04 12:45:00+05:30,ASIANPAINT.NS,-0.0106,-0.4726,-0.5363,-0.2138,1
2026-06-04 13:00:00+05:30,ASIANPAINT.NS,-0.1245,-0.0641,0.1357,0.26,2
2026-06-04 13:15:00+05:30,ASIANPAINT.NS,-0.1716,0.1999,0.3243,0.4412,2
2026-06-04 13:30:00+05:30,ASIANPAINT.NS,0.2233,0.1242,0.1242,-0.0075,1
2026-06-04 13:45:00+05:30,ASIANPAINT.NS,0.0829,0.0,0.1165,-0.1353,1
2026-06-04 14:00:00+05:30,ASIANPAINT.NS,-0.1926,0.1165,-0.1316,0.1015,2
2026-06-04 14:15:00+05:30,ASIANPAINT.NS,0.0857,-0.2478,-0.2515,-0.0751,2
2026-06-04 14:30:00+05:30,ASIANPAINT.NS,-0.2925,-0.0038,0.2333,0.3688,1
2026-06-04 14:45:00+05:30,ASIANPAINT.NS,0.0737,0.2371,0.1769,1.0125,2
2026-06-04 15:00:00+05:30,ASIANPAINT.NS,0.2195,-0.0601,0.1352,0.7397,1
2026-06-04 15:15:00+05:30,ASIANPAINT.NS,-0.1533,0.1954,0.8341,0.9693,1
2026-06-05 09:15:00+05:30,ASIANPAINT.NS,0.0986,0.6375,0.6037,0.7012,1
2026-06-05 09:30:00+05:30,ASIANPAINT.NS,0.5782,-0.0335,0.1341,0.231,1
2026-06-05 09:45:00+05:30,ASIANPAINT.NS,0.1032,0.1677,0.0969,0.3727,1
2026-06-05 10:00:00+05:30,ASIANPAINT.NS,0.0431,-0.0707,0.0968,0.1563,1
2026-06-05 10:15:00+05:30,ASIANPAINT.NS,-0.1349,0.1676,0.2756,0.0559,1
2026-06-05 10:30:00+05:30,ASIANPAINT.NS,0.6339,0.1078,0.0595,-0.1338,2
2026-06-05 10:45:00+05:30,ASIANPAINT.NS,0.017,-0.0483,-0.2191,-0.4233,1
2026-06-05 11:00:00+05:30,ASIANPAINT.NS,-0.2634,-0.1709,-0.1932,-0.2972,1
2026-06-05 11:15:00+05:30,ASIANPAINT.NS,-0.0765,-0.0223,-0.2047,0.1861,1
2026-06-05 11:30:00+05:30,ASIANPAINT.NS,-0.0415,-0.1824,-0.1042,0.1787,2
2026-06-05 11:45:00+05:30,ASIANPAINT.NS,-0.0566,0.0783,0.3916,0.4885,2
2026-06-05 12:00:00+05:30,ASIANPAINT.NS,-0.0995,0.313,0.2832,0.3726,1
2026-06-05 12:15:00+05:30,ASIANPAINT.NS,0.3135,-0.0297,0.0966,0.2229,1
2026-06-05 12:30:00+05:30,ASIANPAINT.NS,0.2357,0.1263,0.0892,-0.0594,1
2026-06-05 12:45:00+05:30,ASIANPAINT.NS,0.1386,-0.0371,0.1262,-0.0779,1
2026-06-05 13:00:00+05:30,ASIANPAINT.NS,0.1175,0.1633,-0.1485,-0.0928,1
2026-06-05 13:15:00+05:30,ASIANPAINT.NS,0.2805,-0.3113,-0.2039,-0.2595,1
2026-06-05 13:30:00+05:30,ASIANPAINT.NS,-0.2445,0.1078,0.0558,0.2417,2
2026-06-05 13:45:00+05:30,ASIANPAINT.NS,-0.0229,-0.052,-0.0557,0.0186,2
2026-06-05 14:00:00+05:30,ASIANPAINT.NS,-0.0273,-0.0037,0.1858,-0.1561,2
2026-06-05 14:15:00+05:30,ASIANPAINT.NS,-0.1354,0.1895,0.0743,-0.5277,2
2026-06-05 14:30:00+05:30,ASIANPAINT.NS,-0.0192,-0.115,-0.3412,-1.7729,1
2026-06-05 14:45:00+05:30,ASIANPAINT.NS,0.0325,-0.2265,-0.6016,-1.4296,1
2026-06-05 15:00:00+05:30,ASIANPAINT.NS,-0.2634,-0.3759,-1.4366,-0.9528,2
2026-06-05 15:15:00+05:30,ASIANPAINT.NS,-0.382,-1.0647,-0.8331,-0.579,2
2026-06-08 09:15:00+05:30,ASIANPAINT.NS,-0.0806,0.2341,0.4909,0.3701,1
2026-06-08 09:30:00+05:30,ASIANPAINT.NS,0.2285,0.2562,0.2562,0.1695,1
2026-06-08 09:45:00+05:30,ASIANPAINT.NS,0.0661,0.0,-0.1202,-0.1127,1
2026-06-08 10:00:00+05:30,ASIANPAINT.NS,0.084,-0.1202,-0.0864,-0.2029,2
2026-06-08 10:15:00+05:30,ASIANPAINT.NS,-0.1074,0.0339,0.0075,0.0828,2
2026-06-08 10:30:00+05:30,ASIANPAINT.NS,-0.0458,-0.0263,-0.1166,-0.015,2
2026-06-08 10:45:00+05:30,ASIANPAINT.NS,-0.1387,-0.0903,0.0752,0.0376,1
2026-06-08 11:00:00+05:30,ASIANPAINT.NS,-0.0259,0.1657,0.1017,-0.2184,2
2026-06-08 11:15:00+05:30,ASIANPAINT.NS,0.1828,-0.0639,-0.0376,-0.7105,1
2026-06-08 11:30:00+05:30,ASIANPAINT.NS,-0.1341,0.0263,-0.3197,-0.41,1
2026-06-08 11:45:00+05:30,ASIANPAINT.NS,0.0329,-0.346,-0.6731,-0.1203,2
