Round,Combination,Timeframe,Best Rank,Locked Filters,Factor,Operator,Threshold Value,Filter,60,120,180,365,730,Baseline,Score,Improvement %,Trades,Coverage,Win Rate,Avg Return
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,ORB_Range,<,50.3,ORB_Range<50.3,0.203,0.164,0.164,0.075,0.049,0.163,0.164,0.68,21,3.27,61.9,0.203
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,ORB_Range,<,61.6,ORB_Range<61.6,0.203,0.164,0.164,0.075,0.049,0.163,0.164,0.68,21,3.11,61.9,0.203
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,ORB_Range,<,79.5,ORB_Range<79.5,0.203,0.164,0.164,0.075,0.051,0.163,0.164,0.68,21,2.92,61.9,0.203
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,ORB_Range,<,128.4825,ORB_Range<128.4825,0.203,0.164,0.164,0.075,0.051,0.163,0.164,0.68,21,2.79,61.9,0.203
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.0746,Previous_Day_Return<0.0746,0.197,0.212,0.176,0.073,0.053,0.163,0.179,9.59,20,4.66,60.0,0.197
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.1054,Previous_Day_Return<0.1054,0.197,0.162,0.143,0.06,0.033,0.163,0.155,-4.87,20,4.21,60.0,0.197
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.14,Previous_Day_Return<0.14,0.197,0.162,0.143,0.056,0.035,0.163,0.154,-5.23,20,3.81,60.0,0.197
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.185,Previous_Day_Return<0.185,0.197,0.166,0.146,0.058,0.038,0.163,0.156,-4.1,20,3.5,60.0,0.197
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.2425,Previous_Day_Return<0.2425,0.197,0.166,0.165,0.068,0.043,0.163,0.162,-0.85,20,3.26,60.0,0.197
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.3158,Previous_Day_Return<0.3158,0.203,0.16,0.161,0.068,0.047,0.163,0.162,-0.89,21,3.1,61.9,0.203
2,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051,Previous_Day_Return,<,0.458,Previous_Day_Return<0.458,0.203,0.164,0.164,0.069,0.048,0.163,0.163,0.17,21,2.88,61.9,0.203
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.0746,Previous_Day_Return<0.0746,0.197,0.274,0.21,0.094,0.053,0.182,0.207,13.81,20,4.93,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.1054,Previous_Day_Return<0.1054,0.197,0.214,0.173,0.079,0.031,0.182,0.179,-1.4,20,4.44,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.14,Previous_Day_Return<0.14,0.197,0.214,0.173,0.079,0.032,0.182,0.179,-1.4,20,4.02,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.185,Previous_Day_Return<0.185,0.197,0.217,0.175,0.081,0.035,0.182,0.181,-0.6,20,3.7,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.2425,Previous_Day_Return<0.2425,0.197,0.217,0.175,0.081,0.035,0.182,0.181,-0.6,20,3.45,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.3158,Previous_Day_Return<0.3158,0.197,0.217,0.175,0.081,0.039,0.182,0.181,-0.6,20,3.13,60.0,0.197
3,ORB_Range + Previous_Day_Return + RS_60,60 Min,25,RS_60>-0.4051 AND ORB_Range>2.05,Previous_Day_Return,<,0.458,Previous_Day_Return<0.458,0.197,0.219,0.177,0.083,0.04,0.182,0.182,0.21,20,2.93,60.0,0.197
