Datetime,Symbol,Gap,RVOL,Future_15m,Future_30m,Future_60m,Rank
2026-05-26 09:15:00+05:30,DMART.NS,0.464,0.5957,0.0906,0.071,0.4189,14
2026-05-27 09:15:00+05:30,DMART.NS,0.1245,1.1717,-0.1099,-0.2564,-0.2076,17
2026-05-29 09:15:00+05:30,DMART.NS,0.4995,1.2163,-0.2861,-0.2521,-0.3588,18
2026-06-01 09:15:00+05:30,DMART.NS,0.4982,1.0574,0.6933,0.6365,0.7229,6
2026-06-02 09:15:00+05:30,DMART.NS,0.9701,1.0828,-0.104,0.1659,0.4135,19
2026-06-03 09:15:00+05:30,DMART.NS,0.1924,1.1327,0.9536,1.3846,3.0094,7
2026-06-04 09:15:00+05:30,DMART.NS,0.0792,1.8471,0.155,0.0095,0.136,9
2026-06-05 09:15:00+05:30,DMART.NS,0.2537,0.4472,0.2475,0.1666,-0.119,25
2026-06-08 09:15:00+05:30,DMART.NS,1.0545,0.9983,-0.1545,-0.251,-0.9075,17
2026-06-09 09:15:00+05:30,DMART.NS,0.9302,0.7972,-0.095,-0.1631,-0.2435,14
2026-06-10 09:15:00+05:30,DMART.NS,0.2908,0.8555,0.7096,1.8164,1.6299,22
2026-06-11 09:15:00+05:30,DMART.NS,0.0841,1.5002,0.5736,0.509,-0.2781,6
2026-06-12 09:15:00+05:30,DMART.NS,1.4472,0.5306,-0.0999,-0.7992,-0.3546,25
2026-06-15 09:15:00+05:30,DMART.NS,0.8604,0.9511,0.3448,0.0149,-0.1587,21
2026-06-16 09:15:00+05:30,DMART.NS,0.2684,5.1747,-0.4715,-0.4595,0.2189,1
2026-06-17 09:15:00+05:30,DMART.NS,0.3,1.5458,0.1535,0.0567,0.1275,11
2026-06-18 09:15:00+05:30,DMART.NS,0.0907,0.2678,-0.0999,-0.1672,-0.0627,23
2026-06-19 09:15:00+05:30,DMART.NS,0.4197,0.5911,-0.051,0.1529,-0.359,24
2026-06-22 09:15:00+05:30,DMART.NS,0.2297,0.9428,-0.1988,-0.0925,-0.1525,19
2026-06-23 09:15:00+05:30,DMART.NS,0.3902,0.7715,0.4559,0.8493,0.9904,18
2026-06-24 09:15:00+05:30,DMART.NS,0.0501,1.4502,-0.0045,-0.0453,-0.8048,9
2026-06-25 09:15:00+05:30,DMART.NS,0.3923,0.6705,0.3251,0.4819,-0.452,21
2026-05-19 09:15:00+05:30,GAIL.NS,0.1748,5.7125,-0.0378,-0.4729,-0.662,2
2026-05-20 09:15:00+05:30,GAIL.NS,0.2882,0.8013,0.3805,0.5576,0.1115,23
2026-05-21 09:15:00+05:30,GAIL.NS,0.3856,0.3246,0.0835,0.0,0.0706,26
2026-05-22 09:15:00+05:30,GAIL.NS,1.8615,2.7477,0.5199,1.0073,2.5346,2
2026-05-25 09:15:00+05:30,GAIL.NS,1.2813,1.2557,0.1987,1.5594,1.9026,16
2026-05-26 09:15:00+05:30,GAIL.NS,0.4273,0.319,0.2696,0.2157,0.2397,26
2026-05-27 09:15:00+05:30,GAIL.NS,0.149,0.8055,-0.0356,-0.1067,0.2726,20
2026-05-29 09:15:00+05:30,GAIL.NS,0.5799,1.1145,-0.4984,-0.8365,-0.7535,21
2026-06-01 09:15:00+05:30,GAIL.NS,0.784,0.3873,-0.2486,-0.673,-0.1576,24
2026-06-02 09:15:00+05:30,GAIL.NS,0.6159,2.3511,-0.2457,0.0614,0.2027,6
2026-06-03 09:15:00+05:30,GAIL.NS,0.5687,0.7739,0.2265,-0.1163,0.5755,15
2026-06-04 09:15:00+05:30,GAIL.NS,0.6906,1.4446,-0.2575,0.4291,0.8827,12
2026-06-05 09:15:00+05:30,GAIL.NS,0.3574,0.9395,0.0237,-0.1126,-0.0059,11
2026-06-08 09:15:00+05:30,GAIL.NS,0.9583,0.5238,0.0479,0.4908,0.1257,25
2026-06-09 09:15:00+05:30,GAIL.NS,0.5653,1.7169,-0.1137,-0.6642,-0.2214,7
2026-06-10 09:15:00+05:30,GAIL.NS,0.0954,1.2543,0.024,0.054,0.036,12
2026-06-11 09:15:00+05:30,GAIL.NS,0.4756,0.7324,0.3952,0.0359,-0.2934,14
2026-06-12 09:15:00+05:30,GAIL.NS,0.5842,0.7471,0.006,0.1077,0.1556,22
2026-06-15 09:15:00+05:30,GAIL.NS,1.5484,2.5779,0.1378,0.1091,1.2459,9
2026-06-16 09:15:00+05:30,GAIL.NS,0.5986,1.1761,0.2826,0.0565,-0.3561,8
2026-06-17 09:15:00+05:30,GAIL.NS,0.2158,0.1935,-0.5315,-0.5315,-0.0848,30
2026-06-18 09:15:00+05:30,GAIL.NS,0.4344,1.4843,0.1433,0.1032,0.0115,7
2026-06-19 09:15:00+05:30,GAIL.NS,0.0057,0.8257,-0.4089,-0.0965,0.0114,18
2026-06-22 09:15:00+05:30,GAIL.NS,0.5175,0.527,-0.1482,-0.0171,0.3534,27
2026-06-23 09:15:00+05:30,GAIL.NS,0.1186,1.2556,-0.471,-0.5562,-0.9421,12
2026-06-24 09:15:00+05:30,GAIL.NS,0.2531,1.306,-0.3206,-0.2404,-0.0744,11
2026-06-25 09:15:00+05:30,GAIL.NS,0.1773,1.8646,-0.2336,-0.564,-0.621,6
2026-05-19 09:15:00+05:30,LODHA.NS,0.8044,0.7706,-0.6335,-0.7761,0.8903,17
2026-05-20 09:15:00+05:30,LODHA.NS,0.9975,1.0087,0.2991,-0.6211,-1.2537,18
2026-05-21 09:15:00+05:30,LODHA.NS,0.7046,1.0618,0.1897,-0.5691,-0.3794,12
2026-05-22 09:15:00+05:30,LODHA.NS,0.5827,0.476,-0.1592,0.0114,0.1762,18
2026-05-25 09:15:00+05:30,LODHA.NS,1.6803,1.5216,-0.2214,-0.4041,-0.3377,11
2026-05-26 09:15:00+05:30,LODHA.NS,0.0,0.3271,0.2432,0.5693,0.304,24
2026-05-27 09:15:00+05:30,LODHA.NS,0.6971,2.9577,0.6166,1.2004,1.1568,5
2026-05-29 09:15:00+05:30,LODHA.NS,0.3204,1.1318,0.5681,1.2053,1.9964,20
2026-06-01 09:15:00+05:30,LODHA.NS,0.3251,1.3134,-1.5503,-1.742,-2.1736,4
2026-06-02 09:15:00+05:30,LODHA.NS,0.5543,1.103,1.2353,1.0866,1.6414,18
2026-06-03 09:15:00+05:30,LODHA.NS,0.0166,0.6512,-1.1717,-1.4421,-1.4759,19
2026-06-04 09:15:00+05:30,LODHA.NS,0.5588,0.9047,-0.1202,1.5106,2.1401,17
2026-06-05 09:15:00+05:30,LODHA.NS,0.3686,0.796,-0.7004,-1.1173,-0.4558,16
2026-06-08 09:15:00+05:30,LODHA.NS,1.7307,1.1115,-0.2739,0.4906,0.6675,15
2026-06-09 09:15:00+05:30,LODHA.NS,0.976,0.5556,0.6737,0.8209,0.7699,22
2026-06-10 09:15:00+05:30,LODHA.NS,0.1577,0.2877,0.4639,0.2376,-0.0622,28
2026-06-11 09:15:00+05:30,LODHA.NS,0.2089,5.3884,0.6765,0.7756,1.3063,1
2026-06-12 09:15:00+05:30,LODHA.NS,1.9643,1.6595,-1.039,-1.687,-1.6423,10
2026-06-15 09:15:00+05:30,LODHA.NS,2.8505,0.609,-0.382,-0.6833,0.1722,26
2026-06-16 09:15:00+05:30,LODHA.NS,0.5538,0.3514,-0.7391,-0.3021,0.027,20
2026-06-17 09:15:00+05:30,LODHA.NS,2.1437,8.6081,0.5393,-0.2972,-0.6163,1
2026-06-18 09:15:00+05:30,LODHA.NS,0.1858,0.2377,-0.0598,-0.1467,-0.1032,26
2026-06-19 09:15:00+05:30,LODHA.NS,0.7413,1.1797,0.3673,0.7182,0.455,13
2026-06-22 09:15:00+05:30,LODHA.NS,0.5718,0.7306,-0.2701,-0.2593,-0.3457,24
2026-06-23 09:15:00+05:30,LODHA.NS,0.1295,1.1675,0.0,0.4828,2.677,14
2026-06-24 09:15:00+05:30,LODHA.NS,0.1754,1.7064,-0.9901,-1.1533,-0.8378,7
2026-06-25 09:15:00+05:30,LODHA.NS,1.7692,5.9664,-0.4133,-0.6767,-1.6272,1
2026-05-19 09:15:00+05:30,PIDILITIND.NS,0.331,0.4926,-0.0818,-0.2113,0.0,25
2026-05-20 09:15:00+05:30,PIDILITIND.NS,1.0784,0.4459,0.5921,0.6826,0.7871,27
2026-05-21 09:15:00+05:30,PIDILITIND.NS,1.1267,1.7863,0.2516,0.0612,0.1088,7
2026-05-22 09:15:00+05:30,PIDILITIND.NS,0.0339,0.4185,-0.3205,-0.1091,-0.1023,25
2026-05-25 09:15:00+05:30,PIDILITIND.NS,1.5797,4.2069,-0.18,-0.4933,-0.4733,3
2026-05-26 09:15:00+05:30,PIDILITIND.NS,0.3165,0.2821,-0.1287,-0.2236,-0.1626,29
2026-05-27 09:15:00+05:30,PIDILITIND.NS,0.1827,0.6668,0.1625,0.088,0.1828,24
2026-05-29 09:15:00+05:30,PIDILITIND.NS,0.1353,3.4701,-0.2241,-0.034,-0.1222,5
2026-06-01 09:15:00+05:30,PIDILITIND.NS,0.3093,0.5589,-0.1154,-0.3734,-0.2715,16
2026-06-02 09:15:00+05:30,PIDILITIND.NS,1.8117,3.0984,0.0485,0.1455,0.4157,2
2026-06-03 09:15:00+05:30,PIDILITIND.NS,0.3162,0.5004,0.1649,-0.3435,0.0344,25
2026-06-04 09:15:00+05:30,PIDILITIND.NS,0.354,0.2521,-0.3931,-0.2508,-0.1152,29
2026-06-05 09:15:00+05:30,PIDILITIND.NS,0.1971,0.5371,-0.0882,-0.2306,-0.0271,24
2026-06-08 09:15:00+05:30,PIDILITIND.NS,1.3102,4.7946,-0.089,0.1643,0.0479,1
2026-06-09 09:15:00+05:30,PIDILITIND.NS,0.4521,0.7183,0.1153,-0.0271,-0.1085,18
2026-06-10 09:15:00+05:30,PIDILITIND.NS,0.1212,7.909,0.298,0.1854,-0.1986,2
2026-06-11 09:15:00+05:30,PIDILITIND.NS,0.3584,0.3974,0.1336,0.0936,0.2272,23
2026-06-12 09:15:00+05:30,PIDILITIND.NS,1.4078,0.3974,0.2754,-0.1639,0.6163,28
2026-06-15 09:15:00+05:30,PIDILITIND.NS,1.6607,4.3798,0.0128,0.0064,0.2172,5
2026-06-16 09:15:00+05:30,PIDILITIND.NS,0.7385,0.2583,0.0192,-0.1534,-0.2556,26
2026-06-17 09:15:00+05:30,PIDILITIND.NS,0.261,1.6065,-0.1076,0.0569,-0.0633,9
2026-06-18 09:15:00+05:30,PIDILITIND.NS,0.1837,0.2441,0.2853,0.0824,-0.0697,25
2026-06-19 09:15:00+05:30,PIDILITIND.NS,0.702,1.2435,0.0063,0.3988,0.3039,9
2026-06-22 09:15:00+05:30,PIDILITIND.NS,0.1836,3.6251,0.2682,0.3129,0.2235,5
2026-06-23 09:15:00+05:30,PIDILITIND.NS,0.4516,0.7555,0.6341,1.116,0.6341,19
2026-06-24 09:15:00+05:30,PIDILITIND.NS,0.3191,0.9358,-0.1143,-0.3557,0.0318,14
2026-06-25 09:15:00+05:30,PIDILITIND.NS,0.9538,1.0554,0.0624,0.4621,0.3872,14
2026-05-19 09:15:00+05:30,ZYDUSLIFE.NS,0.782,0.8135,0.3236,0.3784,0.5078,15
2026-05-20 09:15:00+05:30,ZYDUSLIFE.NS,4.1613,16.6164,1.3622,1.1196,0.4152,2
2026-05-21 09:15:00+05:30,ZYDUSLIFE.NS,1.0285,0.0623,0.3602,0.2833,-0.5955,30
2026-05-22 09:15:00+05:30,ZYDUSLIFE.NS,0.4003,0.9308,-0.1435,-0.4113,-0.44,9
2026-05-25 09:15:00+05:30,ZYDUSLIFE.NS,1.0687,1.3132,-0.1387,0.0957,-0.0383,14
2026-05-26 09:15:00+05:30,ZYDUSLIFE.NS,0.238,0.7705,0.1068,-0.2787,-0.2833,11
2026-05-27 09:15:00+05:30,ZYDUSLIFE.NS,0.0789,0.7056,-0.18,0.0231,0.0369,21
2026-05-29 09:15:00+05:30,ZYDUSLIFE.NS,0.8694,2.9317,-0.6038,-0.1126,-0.1892,7
2026-06-01 09:15:00+05:30,ZYDUSLIFE.NS,0.5475,0.2769,1.5436,1.8877,2.4642,27
2026-06-02 09:15:00+05:30,ZYDUSLIFE.NS,0.2204,2.0721,0.0368,-0.0276,-0.5435,10
2026-06-03 09:15:00+05:30,ZYDUSLIFE.NS,0.8625,0.7853,0.0939,-0.0751,-1.1641,14
2026-06-04 09:15:00+05:30,ZYDUSLIFE.NS,0.5762,0.357,0.3174,0.9801,1.2415,26
2026-06-05 09:15:00+05:30,ZYDUSLIFE.NS,0.1199,2.3758,0.1009,0.1193,0.0642,2
2026-06-08 09:15:00+05:30,ZYDUSLIFE.NS,1.0009,0.9824,-0.1644,0.0,-0.1004,18
2026-06-09 09:15:00+05:30,ZYDUSLIFE.NS,0.138,2.1072,0.0453,0.0091,0.4715,6
2026-06-10 09:15:00+05:30,ZYDUSLIFE.NS,0.3618,0.1503,0.7765,0.3341,0.6771,30
2026-06-11 09:15:00+05:30,ZYDUSLIFE.NS,0.59,1.0922,0.0726,-0.4266,0.236,12
2026-06-12 09:15:00+05:30,ZYDUSLIFE.NS,0.4792,1.8705,-0.4211,-0.7616,-0.2688,5
2026-06-15 09:15:00+05:30,ZYDUSLIFE.NS,0.5431,3.2751,-0.3004,0.0819,0.1639,6
2026-06-16 09:15:00+05:30,ZYDUSLIFE.NS,0.2941,0.3493,-0.1934,0.129,0.0461,21
2026-06-17 09:15:00+05:30,ZYDUSLIFE.NS,0.9168,4.9229,0.0653,-0.1213,-0.3266,2
2026-06-18 09:15:00+05:30,ZYDUSLIFE.NS,0.0377,0.2517,1.0392,0.7584,1.1516,24
2026-06-19 09:15:00+05:30,ZYDUSLIFE.NS,0.0,1.2831,-0.2411,-0.4357,-0.343,7
2026-06-22 09:15:00+05:30,ZYDUSLIFE.NS,0.3451,0.7665,-0.2705,-0.3358,-0.2985,23
2026-06-23 09:15:00+05:30,ZYDUSLIFE.NS,0.783,1.3066,0.0274,0.3191,0.5652,11
2026-06-24 09:15:00+05:30,ZYDUSLIFE.NS,0.9001,0.8955,-0.4188,-0.7039,-0.9979,15
2026-06-25 09:15:00+05:30,ZYDUSLIFE.NS,0.2456,0.2383,-0.1813,0.1904,0.5078,28
2026-05-19 09:15:00+05:30,ACC.NS,0.9603,0.3032,-0.2195,-0.2195,0.2708,29
2026-05-20 09:15:00+05:30,ACC.NS,0.5074,2.4004,0.0074,0.0816,0.0668,9
2026-05-21 09:15:00+05:30,ACC.NS,0.7399,0.718,0.1985,-0.1691,-0.0294,18
2026-05-22 09:15:00+05:30,ACC.NS,0.4122,2.6557,0.044,0.0587,0.2349,4
2026-05-25 09:15:00+05:30,ACC.NS,0.6544,0.4986,-0.175,0.0,0.2479,27
2026-05-26 09:15:00+05:30,ACC.NS,0.1442,0.585,0.238,0.375,0.8149,15
2026-05-27 09:15:00+05:30,ACC.NS,0.0353,8.7612,-0.3451,-0.2817,0.2113,2
2026-05-29 09:15:00+05:30,ACC.NS,0.063,0.5294,-0.2458,-0.4003,-0.4776,29
2026-06-01 09:15:00+05:30,ACC.NS,0.093,0.5299,-0.4218,-0.6149,-0.6077,19
2026-06-02 09:15:00+05:30,ACC.NS,0.2201,1.341,0.3569,0.6022,0.9442,15
2026-06-03 09:15:00+05:30,ACC.NS,0.3063,1.0314,-0.2136,-0.5302,-0.0736,9
2026-06-04 09:15:00+05:30,ACC.NS,0.4294,0.9971,-0.4136,-0.096,-0.0739,15
2026-06-05 09:15:00+05:30,ACC.NS,1.1926,0.9309,0.1691,-0.25,-0.7721,12
2026-06-08 09:15:00+05:30,ACC.NS,0.8874,1.0559,-0.6744,-0.6069,-0.9441,16
2026-06-09 09:15:00+05:30,ACC.NS,0.9755,0.5518,0.1367,-0.0076,0.0759,23
2026-06-10 09:15:00+05:30,ACC.NS,0.2265,0.8059,-0.2802,-0.0606,-0.0303,23
2026-06-11 09:15:00+05:30,ACC.NS,0.9877,2.0834,0.0,-0.0461,0.5145,4
2026-06-12 09:15:00+05:30,ACC.NS,0.4591,2.0999,-0.2957,-0.4398,-0.4094,3
2026-06-15 09:15:00+05:30,ACC.NS,1.9003,1.1386,-0.1175,-0.0955,-0.1028,19
2026-06-16 09:15:00+05:30,ACC.NS,0.3399,0.2607,-0.1399,-0.0883,-0.4565,25
2026-06-17 09:15:00+05:30,ACC.NS,0.4374,0.5636,0.0813,-0.2291,-0.2957,22
2026-06-18 09:15:00+05:30,ACC.NS,0.3704,3.5118,-0.0811,0.0737,-0.1401,2
2026-06-19 09:15:00+05:30,ACC.NS,0.5925,1.2042,-0.0515,-0.0956,-0.4558,11
2026-06-22 09:15:00+05:30,ACC.NS,0.2972,0.3389,-0.1555,-0.1111,-0.0889,29
2026-06-23 09:15:00+05:30,ACC.NS,0.0222,3.316,-0.0296,0.2738,-0.2146,4
2026-06-24 09:15:00+05:30,ACC.NS,0.0225,0.3599,-0.0972,0.1794,0.1047,27
2026-06-25 09:15:00+05:30,ACC.NS,0.0815,4.4479,0.3835,0.2139,-0.4794,2
2026-05-19 09:15:00+05:30,ALKEM.NS,0.1188,0.4008,0.9457,1.3004,1.6914,27
2026-05-20 09:15:00+05:30,ALKEM.NS,0.8684,1.3032,-0.1003,0.0638,-0.2735,15
2026-05-21 09:15:00+05:30,ALKEM.NS,0.4504,6.4823,0.0827,0.0644,0.285,1
2026-05-22 09:15:00+05:30,ALKEM.NS,0.0636,0.2093,-1.0333,-0.6035,-0.7864,30
2026-05-25 09:15:00+05:30,ALKEM.NS,0.9807,0.2877,-0.1197,-0.0552,-0.6536,30
2026-05-26 09:15:00+05:30,ALKEM.NS,0.2037,2.6343,-0.5312,-0.2423,-0.2516,4
2026-05-27 09:15:00+05:30,ALKEM.NS,0.6506,0.5204,-0.037,0.037,-0.25,27
2026-05-29 09:15:00+05:30,ALKEM.NS,4.1005,51.9618,-0.9245,-1.0204,-1.7094,1
2026-06-01 09:15:00+05:30,ALKEM.NS,3.0199,0.1341,1.5791,1.4296,1.6446,29
2026-06-02 09:15:00+05:30,ALKEM.NS,0.6024,1.556,0.1034,0.0658,-0.1409,12
2026-06-03 09:15:00+05:30,ALKEM.NS,0.2479,1.0458,-0.6492,-0.8497,-0.7447,8
2026-06-04 09:15:00+05:30,ALKEM.NS,0.4551,0.3523,0.1049,0.7725,0.8679,27
2026-06-05 09:15:00+05:30,ALKEM.NS,0.5216,1.0453,-0.1701,-0.3403,-0.5766,8
2026-06-08 09:15:00+05:30,ALKEM.NS,0.9807,0.9164,-0.5151,0.3625,1.4786,19
2026-06-09 09:15:00+05:30,ALKEM.NS,0.0838,1.1324,0.2135,-0.4362,-0.0186,11
2026-06-10 09:15:00+05:30,ALKEM.NS,0.1494,0.2573,0.1302,-0.0837,0.5952,29
2026-06-11 09:15:00+05:30,ALKEM.NS,0.6699,3.2636,0.1696,-0.3863,-0.0848,2
2026-06-12 09:15:00+05:30,ALKEM.NS,0.2829,1.7782,0.0,-0.3279,0.0843,8
2026-06-15 09:15:00+05:30,ALKEM.NS,0.3586,0.35,-0.047,-0.1503,0.3006,29
2026-06-16 09:15:00+05:30,ALKEM.NS,0.2062,0.4998,-0.0374,0.1495,0.0187,17
2026-06-17 09:15:00+05:30,ALKEM.NS,0.2712,1.5367,-0.084,0.056,-0.028,12
2026-06-18 09:15:00+05:30,ALKEM.NS,0.1403,0.8466,-0.1119,-0.289,0.0746,19
2026-06-19 09:15:00+05:30,ALKEM.NS,0.5026,0.4214,-0.056,-0.0467,0.1866,25
2026-06-22 09:15:00+05:30,ALKEM.NS,0.3722,38.1188,0.028,-0.1306,-0.3078,1
2026-06-23 09:15:00+05:30,ALKEM.NS,1.2682,0.5649,-0.0091,0.283,0.0913,26
2026-06-24 09:15:00+05:30,ALKEM.NS,0.6481,0.4142,-0.1919,-0.3381,-0.1279,24
2026-06-25 09:15:00+05:30,ALKEM.NS,0.5526,0.228,-0.0092,-0.0366,-0.0732,29
2026-05-19 09:15:00+05:30,APLAPOLLO.NS,0.4264,1.2628,0.15,-0.2518,0.3107,11
2026-05-20 09:15:00+05:30,APLAPOLLO.NS,0.9501,3.5636,-0.3415,-0.1084,-0.1735,5
2026-05-21 09:15:00+05:30,APLAPOLLO.NS,1.1416,0.2631,0.4403,0.1879,-0.0913,27
2026-05-22 09:15:00+05:30,APLAPOLLO.NS,0.3579,0.5159,-0.3396,-0.3666,0.0593,17
2026-05-25 09:15:00+05:30,APLAPOLLO.NS,0.7958,4.6627,-0.0845,0.0634,0.1743,2
2026-05-26 09:15:00+05:30,APLAPOLLO.NS,0.0158,0.2686,0.0477,0.0159,-0.4873,30
2026-05-27 09:15:00+05:30,APLAPOLLO.NS,0.1117,2.5012,0.6109,3.7781,3.4727,6
2026-05-29 09:15:00+05:30,APLAPOLLO.NS,1.8582,2.7565,-0.8469,-1.2997,-0.8735,9
2026-06-01 09:15:00+05:30,APLAPOLLO.NS,0.4094,0.7934,0.072,0.0,-0.0776,12
2026-06-02 09:15:00+05:30,APLAPOLLO.NS,1.3793,0.7849,0.1967,0.1518,-0.0506,23
2026-06-03 09:15:00+05:30,APLAPOLLO.NS,0.5935,0.3163,-0.1365,-0.3355,-0.0341,28
2026-06-04 09:15:00+05:30,APLAPOLLO.NS,0.432,1.9978,-0.2109,-0.0278,0.7438,8
2026-06-05 09:15:00+05:30,APLAPOLLO.NS,0.6359,0.9105,1.2701,1.2042,1.2317,13
2026-06-08 09:15:00+05:30,APLAPOLLO.NS,1.7722,0.7215,-0.4457,0.5516,0.7688,23
2026-06-09 09:15:00+05:30,APLAPOLLO.NS,0.5635,0.7278,-0.1701,-0.472,-0.9165,17
2026-06-10 09:15:00+05:30,APLAPOLLO.NS,0.0556,1.2415,-0.0223,0.1842,0.201,13
2026-06-11 09:15:00+05:30,APLAPOLLO.NS,0.4933,1.4454,0.5008,-0.0569,0.1024,8
2026-06-12 09:15:00+05:30,APLAPOLLO.NS,1.5759,1.6549,-0.0611,-0.5276,-0.5831,11
2026-06-15 09:15:00+05:30,APLAPOLLO.NS,1.6648,0.8147,-0.1035,-0.218,-0.0763,25
2026-06-16 09:15:00+05:30,APLAPOLLO.NS,0.5235,0.7497,-0.0271,0.396,0.2387,12
2026-06-17 09:15:00+05:30,APLAPOLLO.NS,0.0271,0.7726,0.2724,0.4576,0.1035,21
2026-06-18 09:15:00+05:30,APLAPOLLO.NS,0.3338,0.2271,0.0756,0.3782,0.0324,28
2026-06-19 09:15:00+05:30,APLAPOLLO.NS,0.3817,2.1504,0.0108,0.0054,-0.2046,3
2026-06-22 09:15:00+05:30,APLAPOLLO.NS,0.3366,1.2379,-0.2827,-0.064,-0.0107,17
2026-06-23 09:15:00+05:30,APLAPOLLO.NS,0.384,0.8431,-0.1994,-0.1455,-0.097,16
2026-06-24 09:15:00+05:30,APLAPOLLO.NS,0.1194,1.3233,-0.8675,-1.4841,-0.8021,10
2026-06-25 09:15:00+05:30,APLAPOLLO.NS,0.4819,1.1734,-0.0166,-0.2441,-0.3384,13
2026-05-19 09:15:00+05:30,ASTRAL.NS,1.1969,10.4672,-1.3303,-2.5002,-3.2221,1
2026-05-20 09:15:00+05:30,ASTRAL.NS,0.1177,0.5944,0.151,0.2814,-0.0686,25
2026-05-21 09:15:00+05:30,ASTRAL.NS,1.794,0.5662,-0.0409,0.2928,0.606,19
2026-05-22 09:15:00+05:30,ASTRAL.NS,0.3108,0.5329,-0.3148,0.7166,1.5337,16
2026-05-25 09:15:00+05:30,ASTRAL.NS,1.3232,1.0293,-0.4496,0.3276,0.045,18
2026-05-26 09:15:00+05:30,ASTRAL.NS,0.1868,0.3468,0.5675,0.877,0.4837,23
2026-05-27 09:15:00+05:30,ASTRAL.NS,0.3885,1.2526,-0.5372,-0.4487,0.0885,14
2026-05-29 09:15:00+05:30,ASTRAL.NS,0.1626,2.799,-0.3016,0.2891,0.088,8
2026-06-01 09:15:00+05:30,ASTRAL.NS,0.714,0.5501,-0.3834,-0.3578,-0.6901,17
2026-06-02 09:15:00+05:30,ASTRAL.NS,1.0392,2.3067,0.1522,0.225,0.2845,7
2026-06-03 09:15:00+05:30,ASTRAL.NS,0.7271,0.9741,0.4111,-0.1631,-0.4959,10
2026-06-04 09:15:00+05:30,ASTRAL.NS,0.2211,0.7561,-0.1364,-0.013,-0.2079,18
2026-06-05 09:15:00+05:30,ASTRAL.NS,0.0323,0.6274,-0.3596,-0.5651,-0.2055,21
2026-06-08 09:15:00+05:30,ASTRAL.NS,1.2378,0.6616,-0.0397,1.073,1.3843,24
2026-06-09 09:15:00+05:30,ASTRAL.NS,0.4632,0.5564,0.2507,0.6794,0.4617,21
2026-06-10 09:15:00+05:30,ASTRAL.NS,0.2752,2.3768,1.1411,0.8525,0.4197,6
2026-06-11 09:15:00+05:30,ASTRAL.NS,0.4129,0.7313,0.7731,0.3732,0.9864,15
2026-06-12 09:15:00+05:30,ASTRAL.NS,1.5837,1.4318,0.1251,0.0593,0.1712,12
2026-06-15 09:15:00+05:30,ASTRAL.NS,1.7819,2.489,-0.4164,-0.8198,-0.8523,10
2026-06-16 09:15:00+05:30,ASTRAL.NS,0.5378,0.282,0.0386,0.6111,0.6948,24
2026-06-17 09:15:00+05:30,ASTRAL.NS,0.417,0.8922,-0.7464,-0.6563,-0.7979,16
2026-06-18 09:15:00+05:30,ASTRAL.NS,0.3194,1.072,-0.0955,0.1336,-0.3246,14
2026-06-19 09:15:00+05:30,ASTRAL.NS,0.5623,0.8563,-0.375,-0.097,0.0517,17
2026-06-22 09:15:00+05:30,ASTRAL.NS,0.3761,1.8747,-0.3976,-0.372,-0.4553,11
2026-06-23 09:15:00+05:30,ASTRAL.NS,0.0514,0.7,-0.3183,-0.3883,-0.6429,22
2026-06-24 09:15:00+05:30,ASTRAL.NS,0.4332,2.3849,0.0459,0.0328,0.7349,3
2026-06-25 09:15:00+05:30,ASTRAL.NS,0.0455,1.689,-0.106,-0.3313,-0.4506,7
2026-05-19 09:15:00+05:30,AUROPHARMA.NS,0.1602,0.631,0.1725,0.2124,0.7765,20
2026-05-20 09:15:00+05:30,AUROPHARMA.NS,0.5024,0.5637,0.0132,0.9744,0.5004,26
2026-05-21 09:15:00+05:30,AUROPHARMA.NS,0.6788,1.7576,0.6954,0.9118,0.9643,8
2026-05-22 09:15:00+05:30,AUROPHARMA.NS,2.2079,3.8042,0.1012,0.4725,-0.5332,1
2026-05-25 09:15:00+05:30,AUROPHARMA.NS,0.5535,0.5747,0.0967,0.6285,0.1727,26
2026-05-26 09:15:00+05:30,AUROPHARMA.NS,0.0275,0.4818,-0.2539,-0.3157,-0.3088,20
2026-05-27 09:15:00+05:30,AUROPHARMA.NS,0.4722,0.5683,-0.6365,-0.568,-0.6296,25
2026-05-29 09:15:00+05:30,AUROPHARMA.NS,0.007,2.0913,-0.2764,-0.2349,-0.3731,14
2026-06-01 09:15:00+05:30,AUROPHARMA.NS,1.1793,0.7926,0.5137,0.0139,-0.1874,13
2026-06-02 09:15:00+05:30,AUROPHARMA.NS,0.293,0.6043,0.7259,0.8097,0.2234,24
2026-06-03 09:15:00+05:30,AUROPHARMA.NS,0.2449,1.8142,0.5573,1.0101,0.1463,2
2026-06-04 09:15:00+05:30,AUROPHARMA.NS,0.3194,0.347,0.4581,0.8746,1.069,28
2026-06-05 09:15:00+05:30,AUROPHARMA.NS,1.3323,11.7501,0.0673,-0.0808,-0.4443,1
2026-06-08 09:15:00+05:30,AUROPHARMA.NS,0.4115,0.0727,0.1022,0.5723,-0.0545,30
2026-06-09 09:15:00+05:30,AUROPHARMA.NS,0.0207,2.6414,-0.4368,-0.273,-0.2389,3
2026-06-10 09:15:00+05:30,AUROPHARMA.NS,0.3958,2.2453,0.3681,0.4376,1.6879,8
