Rank,Count,Avg_Return,Median_Return,Win_Rate,Avg_Win,Avg_Loss,Expectancy
1,56,0.21925535714285713,0.06665,53.57142857142857,1.0958033333333335,-0.792146153846154,0.21925535714285715
2,56,-0.07329821428571427,0.022099999999999995,50.0,0.8091857142857143,-0.9557821428571429,-0.07329821428571431
3,56,0.01404642857142857,0.00615,50.0,0.6612214285714286,-0.6565777777777777,0.002321825396825461
4,56,0.022071428571428568,-0.15875,42.857142857142854,0.8193166666666666,-0.5758625,0.02207142857142841
5,56,0.1510160714285714,0.1506,60.71428571428571,0.6459,-0.6138045454545454,0.1510160714285714
6,56,0.05259107142857143,0.047799999999999995,53.57142857142857,0.6087799999999999,-0.5891653846153846,0.052591071428571334
7,56,0.0723107142857143,-0.16425,42.857142857142854,0.8774708333333333,-0.5315593750000001,0.07231071428571417
8,56,0.15796428571428572,0.016050000000000002,51.78571428571429,0.7922620689655175,-0.5233185185185185,0.1579642857142859
9,56,0.009828571428571442,0.025750000000000002,51.78571428571429,0.5932137931034482,-0.6167703703703705,0.009828571428571409
10,56,0.050567857142857144,-0.0561,50.0,0.6904,-0.5892642857142858,0.05056785714285711
11,56,0.18584285714285714,0.05245,58.92857142857143,0.5693818181818182,-0.3644521739130434,0.1858428571428572
12,56,0.16042142857142855,0.0269,50.0,0.823557142857143,-0.5027142857142858,0.1604214285714286
13,56,0.25969642857142855,0.13119999999999998,64.28571428571429,0.663061111111111,-0.49090526315789473,0.25093026315789474
14,56,-0.12431071428571427,-0.0464,42.857142857142854,0.4565166666666667,-0.5779935483870967,-0.13463202764976961
15,56,-0.006680357142857134,0.07164999999999999,58.92857142857143,0.42417878787878793,-0.6248695652173913,-0.006680357142857141
16,56,0.1847410714285714,0.14845,57.14285714285714,0.6616968750000001,-0.45120000000000005,0.1847410714285714
17,56,0.10791964285714285,-0.001400000000000002,50.0,0.6673464285714287,-0.4515071428571428,0.10791964285714295
18,56,0.24248571428571428,0.10685,57.14285714285714,0.71025625,-0.3812083333333333,0.2424857142857143
19,56,0.020973214285714293,0.00575,50.0,0.5478428571428571,-0.5246333333333333,0.011604761904761896
20,56,-0.09271785714285716,-0.07300000000000001,41.07142857142857,0.36786086956521735,-0.4137272727272727,-0.09271785714285716
21,56,0.0836375,-0.05845,39.285714285714285,0.6610318181818181,-0.2899705882352941,0.08363749999999998
22,56,0.008719642857142855,-0.1552,42.857142857142854,0.5525,-0.39911562500000003,0.0087196428571428
23,56,0.15660535714285714,0.0433,53.57142857142857,0.5676700000000001,-0.31770000000000004,0.15660535714285717
24,56,-0.00242142857142857,-0.08535,46.42857142857143,0.5025,-0.4400199999999999,-0.002421428571428519
25,56,-0.05323035714285714,0.06885,53.57142857142857,0.33838333333333337,-0.5050923076923076,-0.05323035714285709
26,56,0.09155714285714286,-0.0267,46.42857142857143,0.57895,-0.33085000000000003,0.09155714285714284
27,56,-0.01993392857142857,0.0552,55.35714285714286,0.34599677419354835,-0.473688,-0.01993392857142856
28,56,0.23996607142857143,0.22294999999999998,62.5,0.6744457142857142,-0.48416666666666675,0.23996607142857135
29,56,0.04804464285714286,0.05735,51.78571428571429,0.3816413793103448,-0.335084,0.036077357142857175
30,56,-0.01780714285714285,-0.0796,42.857142857142854,0.44529166666666664,-0.36513125,-0.017807142857142938
