Datetime,Symbol,Gap,RVOL,ORB_High,ORB_Low,ORB_Range,ORB_Percent,Future_15m,Future_30m,Future_60m,Rank
2026-04-15 09:15:00+05:30,ZYDUSLIFE.NS,0.4824,0.4562,928.95,920.0,8.95,0.9656,0.4808,0.3295,0.5402,21
2026-04-16 09:15:00+05:30,ZYDUSLIFE.NS,0.1122,2.4867,947.6,933.3,14.3,1.526,0.203,0.3527,0.3954,6
2026-04-17 09:15:00+05:30,ZYDUSLIFE.NS,0.1065,0.4887,941.4,935.3,6.1,0.6489,-0.3514,0.3674,0.8306,28
2026-04-20 09:15:00+05:30,ZYDUSLIFE.NS,0.4945,1.5872,949.1,935.6,13.5,1.4286,-0.9538,-0.9591,-1.1804,15
2026-04-21 09:15:00+05:30,ZYDUSLIFE.NS,0.1602,0.735,935.3,931.3,4.0,0.4278,-0.1985,-0.2897,-0.2253,29
2026-04-22 09:15:00+05:30,ZYDUSLIFE.NS,0.2854,0.6866,928.45,922.5,5.95,0.6426,0.2486,0.3567,0.3189,27
2026-04-23 09:15:00+05:30,ZYDUSLIFE.NS,0.3179,2.5378,934.25,925.05,9.2,0.9945,1.1751,1.599,2.2268,21
2026-04-24 09:15:00+05:30,ZYDUSLIFE.NS,0.2218,1.8396,950.0,935.45,14.55,1.5335,-0.5147,-1.231,-1.6025,5
2026-04-27 09:15:00+05:30,ZYDUSLIFE.NS,0.2859,0.6871,940.0,929.6,10.4,1.1188,0.9865,1.2009,1.9194,19
2026-04-28 09:15:00+05:30,ZYDUSLIFE.NS,1.756,1.9926,923.7,916.1,7.6,0.8233,-0.5113,-0.2556,-0.495,20
2026-04-29 09:15:00+05:30,ZYDUSLIFE.NS,0.3779,0.3691,919.5,912.8,6.7,0.7312,0.0653,0.2068,0.1252,22
2026-04-30 09:15:00+05:30,ZYDUSLIFE.NS,0.1206,1.3626,910.95,898.0,12.95,1.4216,0.6615,0.6448,0.139,7
2026-05-04 09:15:00+05:30,ZYDUSLIFE.NS,0.2354,0.3186,900.6,893.15,7.45,0.8333,0.6128,0.5014,0.0836,27
2026-05-05 09:15:00+05:30,ZYDUSLIFE.NS,0.5525,0.696,903.35,898.35,5.0,0.5556,0.4446,0.6225,0.5947,28
2026-05-06 09:15:00+05:30,ZYDUSLIFE.NS,0.7235,1.4431,920.0,915.0,5.0,0.5442,0.098,0.0163,0.7022,29
2026-05-07 09:15:00+05:30,ZYDUSLIFE.NS,0.3035,2.2001,945.0,938.0,7.0,0.7432,0.1008,-0.4086,-0.1433,20
2026-05-08 09:15:00+05:30,ZYDUSLIFE.NS,0.0,2.2486,952.0,940.0,12.0,1.2766,-0.2855,-0.1163,-0.1427,11
2026-05-11 09:15:00+05:30,ZYDUSLIFE.NS,0.0266,0.4765,939.25,927.0,12.25,1.3049,-0.1875,-0.0643,0.1983,13
2026-05-12 09:15:00+05:30,ZYDUSLIFE.NS,0.1042,1.5737,963.4,944.2,19.2,1.9979,0.0529,0.5079,-0.1058,5
2026-05-13 09:15:00+05:30,ZYDUSLIFE.NS,0.4129,0.4587,940.25,928.5,11.75,1.2654,-0.4604,-0.1338,0.8351,13
2026-05-14 09:15:00+05:30,ZYDUSLIFE.NS,2.6351,11.8791,981.0,964.0,17.0,1.7635,0.0921,0.1075,0.6653,2
2026-05-15 09:15:00+05:30,ZYDUSLIFE.NS,0.7049,0.1501,1000.0,993.9,6.1,0.61,0.4625,1.2216,1.6439,28
2026-05-18 09:15:00+05:30,ZYDUSLIFE.NS,0.3976,2.0233,1010.0,1000.8,9.2,0.9109,-0.2496,-0.7139,-0.9386,22
2026-05-19 09:15:00+05:30,ZYDUSLIFE.NS,0.782,0.8135,1005.8,998.0,7.8,0.7809,0.3236,0.3784,0.5078,23
2026-05-20 09:15:00+05:30,ZYDUSLIFE.NS,4.1613,16.6164,1082.9,1046.45,36.4501,3.4385,1.3622,1.1196,0.4152,1
2026-05-21 09:15:00+05:30,ZYDUSLIFE.NS,1.0285,0.0623,1053.15,1036.8,16.35,1.5557,0.3602,0.2833,-0.5955,3
2026-05-22 09:15:00+05:30,ZYDUSLIFE.NS,0.4003,0.9308,1047.45,1036.8,10.6499,1.0231,-0.1435,-0.4113,-0.44,7
2026-05-25 09:15:00+05:30,ZYDUSLIFE.NS,1.0687,1.3132,1049.75,1041.5,8.25,0.7859,-0.1387,0.0957,-0.0383,14
2026-05-26 09:15:00+05:30,ZYDUSLIFE.NS,0.238,0.7705,1077.5,1067.0,10.5,0.9776,0.1068,-0.2787,-0.2833,10
2026-05-27 09:15:00+05:30,ZYDUSLIFE.NS,0.0789,0.7056,1084.85,1075.95,8.9,0.827,-0.18,0.0231,0.0369,19
2026-05-29 09:15:00+05:30,ZYDUSLIFE.NS,0.8694,2.9317,1114.45,1096.45,18.0,1.6417,-0.6038,-0.1126,-0.1892,9
2026-06-01 09:15:00+05:30,ZYDUSLIFE.NS,0.5475,0.2769,1087.9,1075.4,12.5,1.1536,1.5436,1.8877,2.4642,16
2026-06-02 09:15:00+05:30,ZYDUSLIFE.NS,0.2204,2.0721,1086.6,1078.6,8.0,0.7362,0.0368,-0.0276,-0.5435,25
2026-06-03 09:15:00+05:30,ZYDUSLIFE.NS,0.8625,0.7853,1071.1,1057.1,14.0,1.3096,0.0939,-0.0751,-1.1641,10
2026-06-04 09:15:00+05:30,ZYDUSLIFE.NS,0.5762,0.357,1072.0,1063.4,8.6,0.8039,0.3174,0.9801,1.2415,23
2026-06-05 09:15:00+05:30,ZYDUSLIFE.NS,0.1199,2.3758,1097.0,1083.0,14.0,1.2901,0.1009,0.1193,0.0642,5
2026-06-08 09:15:00+05:30,ZYDUSLIFE.NS,1.0009,0.9824,1096.5,1078.1,18.4,1.7067,-0.1644,0.0,-0.1004,7
2026-06-09 09:15:00+05:30,ZYDUSLIFE.NS,0.138,2.1072,1104.9,1085.5,19.4,1.7872,0.0453,0.0091,0.4715,2
2026-06-10 09:15:00+05:30,ZYDUSLIFE.NS,0.3618,0.1503,1112.2,1106.0,6.2,0.5588,0.7765,0.3341,0.6771,28
2026-06-11 09:15:00+05:30,ZYDUSLIFE.NS,0.59,1.0922,1105.7,1091.2,14.5,1.324,0.0726,-0.4266,0.236,5
2026-06-12 09:15:00+05:30,ZYDUSLIFE.NS,0.4792,1.8705,1117.6,1111.2,6.4,0.576,-0.4211,-0.7616,-0.2688,29
2026-06-15 09:15:00+05:30,ZYDUSLIFE.NS,0.5431,3.2751,1110.7,1092.0,18.7,1.6836,-0.3004,0.0819,0.1639,5
2026-06-16 09:15:00+05:30,ZYDUSLIFE.NS,0.2941,0.3493,1091.3,1083.3,8.0,0.7331,-0.1934,0.129,0.0461,17
2026-06-17 09:15:00+05:30,ZYDUSLIFE.NS,0.9168,4.9229,1077.6,1065.0,12.6,1.1777,0.0653,-0.1213,-0.3266,7
2026-06-18 09:15:00+05:30,ZYDUSLIFE.NS,0.0377,0.2517,1071.8,1061.1,10.7001,1.0077,1.0392,0.7584,1.1516,6
2026-06-19 09:15:00+05:30,ZYDUSLIFE.NS,0.0,1.2831,1082.5,1071.7,10.8,1.0052,-0.2411,-0.4357,-0.343,6
2026-06-22 09:15:00+05:30,ZYDUSLIFE.NS,0.3451,0.7665,1077.0,1067.3,9.7,0.9078,-0.2705,-0.3358,-0.2985,11
2026-06-23 09:15:00+05:30,ZYDUSLIFE.NS,0.783,1.3066,1098.5,1089.5,9.0,0.8227,0.0274,0.3191,0.5652,15
2026-06-24 09:15:00+05:30,ZYDUSLIFE.NS,0.9001,0.8955,1126.0,1118.6,7.4,0.6601,-0.4188,-0.7039,-0.9979,22
2026-06-25 09:15:00+05:30,ZYDUSLIFE.NS,0.2456,0.2383,1106.3,1100.5,5.8,0.5263,-0.1813,0.1904,0.5078,24
2026-04-06 09:15:00+05:30,ACC.NS,0.0679,0.5223,1325.9,1314.5,11.4,0.8598,0.4321,0.3335,1.2659,29
2026-04-07 09:15:00+05:30,ACC.NS,0.5224,1.3196,1356.7,1344.9,11.7999,0.8728,-0.8478,-0.5234,-0.5455,27
2026-04-08 09:15:00+05:30,ACC.NS,2.6866,4.5117,1396.4,1376.0,20.4,1.4826,0.8832,1.3427,1.5653,17
2026-04-09 09:15:00+05:30,ACC.NS,1.3659,0.642,1404.0,1380.0,24.0,1.722,-0.6992,-1.2557,-1.1201,11
2026-04-10 09:15:00+05:30,ACC.NS,0.568,0.7854,1407.0,1397.6,9.4,0.6721,-0.0142,0.1991,0.32,29
2026-04-13 09:15:00+05:30,ACC.NS,1.7888,1.5996,1400.0,1372.0,28.0,2.0,-0.0362,0.499,1.1498,7
2026-04-15 09:15:00+05:30,ACC.NS,2.3104,0.875,1443.9,1422.4,21.5,1.4939,0.1401,0.3153,0.6797,8
2026-04-16 09:15:00+05:30,ACC.NS,0.2655,0.5607,1447.1,1435.0,12.1,0.8432,-0.2223,-0.2918,-0.4169,23
2026-04-17 09:15:00+05:30,ACC.NS,0.0554,1.092,1448.7,1439.2,9.5,0.6575,-0.7392,-0.5872,-0.5181,27
2026-04-20 09:15:00+05:30,ACC.NS,0.1257,1.3247,1439.1,1420.4,18.7,1.304,-1.319,-0.5513,-0.2024,20
2026-04-21 09:15:00+05:30,ACC.NS,0.0351,0.2697,1438.0,1427.0,11.0,0.7708,0.412,0.3072,0.6983,15
2026-04-22 09:15:00+05:30,ACC.NS,0.0975,6.3136,1435.0,1425.0,10.0,0.6969,0.2377,0.1957,-0.2167,24
2026-04-23 09:15:00+05:30,ACC.NS,0.6358,0.2257,1437.8,1427.0,10.8,0.7512,-0.3071,-0.1256,-0.2373,28
2026-04-24 09:15:00+05:30,ACC.NS,0.1686,2.8657,1427.8,1410.0,17.8,1.2487,-0.3262,-0.4965,-0.3759,12
2026-04-27 09:15:00+05:30,ACC.NS,0.4035,0.9,1426.1,1416.5,9.6,0.6768,0.6461,0.625,0.1475,29
2026-04-28 09:15:00+05:30,ACC.NS,0.3525,1.1148,1441.9,1435.2,6.7001,0.4647,-0.1183,0.1531,0.0,29
2026-04-29 09:15:00+05:30,ACC.NS,0.6739,0.2836,1453.6,1443.6,10.0,0.6901,-0.1034,-0.2137,0.0138,26
2026-04-30 09:15:00+05:30,ACC.NS,0.2506,2.366,1433.0,1411.2,21.8,1.5213,0.0212,0.1062,-0.4246,4
2026-05-04 09:15:00+05:30,ACC.NS,0.4302,3.1171,1416.0,1402.5,13.5,0.9562,-0.1699,-0.0496,-0.1699,22
2026-05-05 09:15:00+05:30,ACC.NS,1.5644,0.5117,1386.0,1377.4,8.6,0.6241,0.6946,0.7308,0.4993,27
2026-05-06 09:15:00+05:30,ACC.NS,0.3878,0.5609,1408.3,1398.0,10.3,0.7368,-0.2847,0.299,0.0854,22
2026-05-07 09:15:00+05:30,ACC.NS,0.367,1.2182,1431.1,1422.1,9.0,0.6329,0.1329,-0.5594,-0.4895,24
2026-05-08 09:15:00+05:30,ACC.NS,0.3392,0.7699,1421.7,1410.2,11.5,0.8155,0.3592,0.3521,0.817,25
2026-05-11 09:15:00+05:30,ACC.NS,0.8615,14.6285,1381.0,1349.4,31.6,2.2882,-0.2431,-0.1768,-0.5967,2
2026-05-12 09:15:00+05:30,ACC.NS,0.1473,0.0435,1361.7,1346.0,15.7,1.1545,0.5122,0.5196,1.2842,16
2026-05-13 09:15:00+05:30,ACC.NS,0.1112,2.0794,1357.3,1346.4,10.9,0.809,-0.0074,0.3786,0.5122,26
2026-05-14 09:15:00+05:30,ACC.NS,0.2708,0.7809,1378.6,1370.1,8.5,0.6204,-0.866,-0.9387,-0.8514,27
2026-05-15 09:15:00+05:30,ACC.NS,1.1682,0.6701,1394.3,1371.1,23.2001,1.6639,0.0508,0.697,1.0963,6
2026-05-18 09:15:00+05:30,ACC.NS,0.9319,0.9033,1352.3,1340.5,11.8,0.874,0.231,-0.1341,-0.5887,24
2026-05-19 09:15:00+05:30,ACC.NS,0.9603,0.3032,1368.3,1360.3,8.0,0.5854,-0.2195,-0.2195,0.2708,27
2026-05-20 09:15:00+05:30,ACC.NS,0.5074,2.4004,1353.0,1343.0,10.0,0.7391,0.0074,0.0816,0.0668,21
2026-05-21 09:15:00+05:30,ACC.NS,0.7399,0.718,1362.0,1358.3,3.7,0.2717,0.1985,-0.1691,-0.0294,30
2026-05-22 09:15:00+05:30,ACC.NS,0.4122,2.6557,1369.6,1360.1,9.5,0.6965,0.044,0.0587,0.2349,21
2026-05-25 09:15:00+05:30,ACC.NS,0.6544,0.4986,1375.0,1368.0,7.0,0.5114,-0.175,0.0,0.2479,29
2026-05-26 09:15:00+05:30,ACC.NS,0.1442,0.585,1388.0,1381.4,6.6,0.4765,0.238,0.375,0.8149,28
2026-05-27 09:15:00+05:30,ACC.NS,0.0353,8.7612,1423.0,1408.8,14.2,1.0039,-0.3451,-0.2817,0.2113,12
2026-05-29 09:15:00+05:30,ACC.NS,0.063,0.5294,1432.0,1421.5,10.5,0.734,-0.2458,-0.4003,-0.4776,28
2026-06-01 09:15:00+05:30,ACC.NS,0.093,0.5299,1403.9,1396.0,7.9,0.5646,-0.4218,-0.6149,-0.6077,29
2026-06-02 09:15:00+05:30,ACC.NS,0.2201,1.341,1360.1,1342.3,17.7999,1.3087,0.3569,0.6022,0.9442,10
2026-06-03 09:15:00+05:30,ACC.NS,0.3063,1.0314,1375.2,1355.3,19.8999,1.4471,-0.2136,-0.5302,-0.0736,8
2026-06-04 09:15:00+05:30,ACC.NS,0.4294,0.9971,1354.9,1342.9,12.0,0.8923,-0.4136,-0.096,-0.0739,21
2026-06-05 09:15:00+05:30,ACC.NS,1.1926,0.9309,1372.6,1358.4,14.2,1.0395,0.1691,-0.25,-0.7721,7
2026-06-08 09:15:00+05:30,ACC.NS,0.8874,1.0559,1335.2,1314.8,20.3999,1.5478,-0.6744,-0.6069,-0.9441,10
2026-06-09 09:15:00+05:30,ACC.NS,0.9755,0.5518,1325.3,1316.9,8.4,0.634,0.1367,-0.0076,0.0759,22
2026-06-10 09:15:00+05:30,ACC.NS,0.2265,0.8059,1324.7,1317.0,7.7,0.5826,-0.2802,-0.0606,-0.0303,26
2026-06-11 09:15:00+05:30,ACC.NS,0.9877,2.0834,1306.9,1297.7,9.2001,0.706,0.0,-0.0461,0.5145,24
2026-06-12 09:15:00+05:30,ACC.NS,0.4591,2.0999,1325.0,1312.9,12.1,0.9216,-0.2957,-0.4398,-0.4094,12
2026-06-15 09:15:00+05:30,ACC.NS,1.9003,1.1386,1372.4,1360.2,12.2001,0.8957,-0.1175,-0.0955,-0.1028,22
2026-06-16 09:15:00+05:30,ACC.NS,0.3399,0.2607,1360.7,1353.8,6.8999,0.5081,-0.1399,-0.0883,-0.4565,26
2026-06-17 09:15:00+05:30,ACC.NS,0.4374,0.5636,1354.9,1346.7,8.2001,0.6052,0.0813,-0.2291,-0.2957,21
2026-06-18 09:15:00+05:30,ACC.NS,0.3704,3.5118,1358.0,1350.2,7.8,0.5757,-0.0811,0.0737,-0.1401,23
2026-06-19 09:15:00+05:30,ACC.NS,0.5925,1.2042,1362.0,1353.0,9.0,0.6623,-0.0515,-0.0956,-0.4558,18
2026-06-22 09:15:00+05:30,ACC.NS,0.2972,0.3389,1352.0,1345.8,6.2,0.4593,-0.1555,-0.1111,-0.0889,26
2026-06-23 09:15:00+05:30,ACC.NS,0.0222,3.316,1352.6,1346.4,6.2,0.4592,-0.0296,0.2738,-0.2146,30
2026-06-24 09:15:00+05:30,ACC.NS,0.0225,0.3599,1339.6,1325.1,14.5,1.0875,-0.0972,0.1794,0.1047,7
2026-06-25 09:15:00+05:30,ACC.NS,0.0815,4.4479,1358.4,1344.4,14.0,1.0379,0.3835,0.2139,-0.4794,12
2026-04-06 09:15:00+05:30,ALKEM.NS,0.2948,1.415,5291.0,5207.0,84.0,1.5929,-0.4118,-0.5171,-0.2585,20
2026-04-07 09:15:00+05:30,ALKEM.NS,0.2198,0.4961,5220.0,5153.0,67.0,1.2835,-0.7218,-0.1925,0.385,18
2026-04-08 09:15:00+05:30,ALKEM.NS,1.5084,0.9982,5295.5,5214.5,81.0,1.5432,-0.3036,-0.5123,-0.7211,14
2026-04-09 09:15:00+05:30,ALKEM.NS,0.3622,0.5225,5265.0,5188.5,76.5,1.453,-0.6667,-0.581,0.0381,17
2026-04-10 09:15:00+05:30,ALKEM.NS,0.0371,3.4607,5424.5,5354.5,70.0,1.2994,-0.0462,0.0738,-0.1385,17
2026-04-13 09:15:00+05:30,ALKEM.NS,1.205,0.4991,5396.5,5311.5,85.0,1.5829,-0.5392,0.4183,0.5578,15
2026-04-15 09:15:00+05:30,ALKEM.NS,1.4074,0.862,5440.0,5362.5,77.5,1.4246,0.732,0.9729,1.2509,12
2026-04-16 09:15:00+05:30,ALKEM.NS,1.1389,2.9403,5688.0,5578.5,109.5,1.9418,-0.3938,-0.2058,-0.1611,4
2026-04-17 09:15:00+05:30,ALKEM.NS,0.514,0.6184,5535.5,5507.0,28.5,0.5166,0.3257,0.778,0.8594,30
2026-04-20 09:15:00+05:30,ALKEM.NS,0.5946,0.9613,5650.0,5540.0,110.0,1.9703,-0.5495,0.328,-0.0177,8
2026-04-21 09:15:00+05:30,ALKEM.NS,0.1418,0.2239,5653.5,5627.0,26.5,0.469,0.5504,0.6391,1.3582,28
2026-04-22 09:15:00+05:30,ALKEM.NS,1.6062,3.9196,5733.5,5605.0,128.5,2.2926,-0.0351,0.1491,-0.0263,2
2026-04-23 09:15:00+05:30,ALKEM.NS,1.4039,2.8706,5578.0,5513.5,64.5,1.1626,0.5705,0.2807,0.1539,13
2026-04-24 09:15:00+05:30,ALKEM.NS,0.9419,0.2428,5574.5,5521.0,53.5,0.9601,-0.0809,-0.3867,-0.6565,19
2026-04-27 09:15:00+05:30,ALKEM.NS,0.6877,2.9463,5393.5,5252.5,141.0,2.675,1.9377,2.7373,1.9659,2
2026-04-28 09:15:00+05:30,ALKEM.NS,0.4397,0.3347,5367.5,5315.0,52.5,0.9781,0.1877,0.6851,0.9855,13
2026-04-29 09:15:00+05:30,ALKEM.NS,0.4891,0.9895,5453.5,5410.5,43.0,0.7897,-0.7793,-1.0085,-1.2102,20
2026-04-30 09:15:00+05:30,ALKEM.NS,0.1681,1.3286,5344.0,5291.0,53.0,0.9918,1.0811,1.2692,1.0717,18
2026-05-04 09:15:00+05:30,ALKEM.NS,0.6111,0.7563,5381.5,5319.0,62.5,1.1645,0.2518,-0.1679,0.1679,15
2026-05-05 09:15:00+05:30,ALKEM.NS,0.2974,0.6183,5396.0,5336.0,60.0,1.1119,-0.2245,-0.0468,-0.3928,14
2026-05-06 09:15:00+05:30,ALKEM.NS,0.3235,0.9615,5461.5,5427.5,34.0,0.6264,-0.1286,0.6613,1.7267,26
2026-05-07 09:15:00+05:30,ALKEM.NS,0.8305,3.1448,5597.5,5545.0,52.5,0.94,0.188,-0.3223,0.1701,14
2026-05-08 09:15:00+05:30,ALKEM.NS,0.0447,0.5418,5639.5,5569.5,70.0,1.2527,-1.0661,-0.7196,-0.151,12
2026-05-11 09:15:00+05:30,ALKEM.NS,0.4317,0.8209,5584.0,5509.0,75.0,1.3431,-0.1356,-0.5694,0.4519,11
2026-05-12 09:15:00+05:30,ALKEM.NS,0.0893,0.9416,5621.5,5559.5,62.0,1.1063,0.1617,0.0719,0.0988,19
2026-05-13 09:15:00+05:30,ALKEM.NS,0.2456,0.7638,5535.5,5482.0,53.5,0.9757,-0.1092,-0.1274,-0.0728,20
2026-05-14 09:15:00+05:30,ALKEM.NS,1.4005,0.9786,5560.5,5500.5,60.0,1.0832,-0.4058,-0.5861,0.2254,12
2026-05-15 09:15:00+05:30,ALKEM.NS,0.4931,2.0045,5605.0,5553.5,51.5,0.919,0.3672,0.3941,0.7523,16
2026-05-18 09:15:00+05:30,ALKEM.NS,0.4375,1.4428,5507.0,5438.0,69.0,1.2633,-0.3929,-0.402,0.1645,9
2026-05-19 09:15:00+05:30,ALKEM.NS,0.1188,0.4008,5505.0,5445.5,59.5,1.0888,0.9457,1.3004,1.6914,13
2026-05-20 09:15:00+05:30,ALKEM.NS,0.8684,1.3032,5494.0,5422.5,71.5,1.3186,-0.1003,0.0638,-0.2735,7
2026-05-21 09:15:00+05:30,ALKEM.NS,0.4504,6.4823,5464.5,5416.0,48.5,0.8875,0.0827,0.0644,0.285,13
2026-05-22 09:15:00+05:30,ALKEM.NS,0.0636,0.2093,5505.0,5467.5,37.5,0.6812,-1.0333,-0.6035,-0.7864,22
2026-05-25 09:15:00+05:30,ALKEM.NS,0.9807,0.2877,5457.5,5416.5,41.0,0.7513,-0.1197,-0.0552,-0.6536,18
2026-05-26 09:15:00+05:30,ALKEM.NS,0.2037,2.6343,5411.0,5360.0,51.0,0.9425,-0.5312,-0.2423,-0.2516,11
2026-05-27 09:15:00+05:30,ALKEM.NS,0.6506,0.5204,5415.0,5382.5,32.5,0.6002,-0.037,0.037,-0.25,25
2026-05-29 09:15:00+05:30,ALKEM.NS,4.1005,51.9618,5787.0,5607.0,180.0,3.1582,-0.9245,-1.0204,-1.7094,1
2026-06-01 09:15:00+05:30,ALKEM.NS,3.0199,0.1341,5440.0,5316.0,124.0,2.3121,1.5791,1.4296,1.6446,3
2026-06-02 09:15:00+05:30,ALKEM.NS,0.6024,1.556,5444.0,5302.0,142.0,2.6572,0.1034,0.0658,-0.1409,1
2026-06-03 09:15:00+05:30,ALKEM.NS,0.2479,1.0458,5256.0,5175.0,81.0,1.5411,-0.6492,-0.8497,-0.7447,7
2026-06-04 09:15:00+05:30,ALKEM.NS,0.4551,0.3523,5261.0,5225.5,35.5,0.6762,0.1049,0.7725,0.8679,27
2026-06-05 09:15:00+05:30,ALKEM.NS,0.5216,1.0453,5338.5,5290.0,48.5,0.9152,-0.1701,-0.3403,-0.5766,13
2026-06-08 09:15:00+05:30,ALKEM.NS,0.9807,0.9164,5259.5,5187.0,72.5,1.3942,-0.5151,0.3625,1.4786,12
2026-06-09 09:15:00+05:30,ALKEM.NS,0.0838,1.1324,5394.5,5352.0,42.5,0.7907,0.2135,-0.4362,-0.0186,16
2026-06-10 09:15:00+05:30,ALKEM.NS,0.1494,0.2573,5394.5,5347.5,47.0,0.8789,0.1302,-0.0837,0.5952,19
2026-06-11 09:15:00+05:30,ALKEM.NS,0.6699,3.2636,5315.0,5264.0,51.0,0.9688,0.1696,-0.3863,-0.0848,17
2026-06-12 09:15:00+05:30,ALKEM.NS,0.2829,1.7782,5355.5,5316.5,39.0,0.7336,0.0,-0.3279,0.0843,19
2026-06-15 09:15:00+05:30,ALKEM.NS,0.3586,0.35,5345.0,5305.5,39.5,0.7429,-0.047,-0.1503,0.3006,26
2026-06-16 09:15:00+05:30,ALKEM.NS,0.2062,0.4998,5372.0,5343.0,29.0,0.5426,-0.0374,0.1495,0.0187,23
2026-06-17 09:15:00+05:30,ALKEM.NS,0.2712,1.5367,5364.0,5340.5,23.5,0.4383,-0.084,0.056,-0.028,27
2026-06-18 09:15:00+05:30,ALKEM.NS,0.1403,0.8466,5379.5,5340.0,39.5,0.7397,-0.1119,-0.289,0.0746,15
2026-06-19 09:15:00+05:30,ALKEM.NS,0.5026,0.4214,5377.5,5345.0,32.5,0.608,-0.056,-0.0467,0.1866,21
2026-06-22 09:15:00+05:30,ALKEM.NS,0.3722,38.1188,5393.5,5355.5,38.0,0.7046,0.028,-0.1306,-0.3078,19
2026-06-23 09:15:00+05:30,ALKEM.NS,1.2682,0.5649,5480.5,5416.5,64.0,1.1786,-0.0091,0.283,0.0913,7
2026-06-24 09:15:00+05:30,ALKEM.NS,0.6481,0.4142,5486.5,5435.0,51.5,0.9476,-0.1919,-0.3381,-0.1279,10
2026-06-25 09:15:00+05:30,ALKEM.NS,0.5526,0.228,5490.0,5456.0,34.0,0.6229,-0.0092,-0.0366,-0.0732,20
2026-04-06 09:15:00+05:30,APLAPOLLO.NS,0.4739,0.7453,1910.2,1862.0,48.2,2.5259,1.4213,0.33,0.3247,6
2026-04-07 09:15:00+05:30,APLAPOLLO.NS,0.313,0.5977,1911.0,1877.0,34.0,1.7792,-0.8541,-0.8594,0.4085,11
2026-04-08 09:15:00+05:30,APLAPOLLO.NS,3.9405,4.4513,1993.1,1965.1,28.0,1.4249,-0.44,-0.5715,0.6675,19
2026-04-09 09:15:00+05:30,APLAPOLLO.NS,0.1414,0.5985,2069.0,2032.8,36.2,1.7678,-1.0115,-1.7519,-1.5777,10
2026-04-10 09:15:00+05:30,APLAPOLLO.NS,0.147,0.9156,2055.8,2016.5,39.3,1.929,0.3269,0.6339,0.7132,2
2026-04-13 09:15:00+05:30,APLAPOLLO.NS,2.0142,0.7934,2018.9,1983.6,35.3,1.7485,-0.5579,0.0199,-0.3089,12
2026-04-15 09:15:00+05:30,APLAPOLLO.NS,1.404,4.9433,2022.3,1991.0,31.3,1.5589,0.4465,0.2859,0.5117,7
2026-04-16 09:15:00+05:30,APLAPOLLO.NS,0.5292,0.3399,2073.3999,2044.2,29.2,1.4233,0.1318,-0.7029,-0.4442,8
2026-04-17 09:15:00+05:30,APLAPOLLO.NS,0.6698,0.2874,2064.0,2042.9,21.1,1.0248,-0.3115,0.2531,0.6424,16
2026-04-20 09:15:00+05:30,APLAPOLLO.NS,0.7266,3.2078,2121.0,2099.8999,21.1001,0.9948,-0.9654,-0.3881,1.4671,28
2026-04-21 09:15:00+05:30,APLAPOLLO.NS,1.3657,0.5155,2167.3,2150.5,16.8,0.7752,-0.9587,-1.2459,-0.9309,14
2026-04-22 09:15:00+05:30,APLAPOLLO.NS,0.2801,1.0162,2124.0,2101.7,22.3,1.0556,0.2083,0.0,0.5776,11
2026-04-23 09:15:00+05:30,APLAPOLLO.NS,0.5753,1.2763,2117.3999,2088.2,29.2,1.385,-0.76,-0.8174,-1.2667,9
2026-04-24 09:15:00+05:30,APLAPOLLO.NS,0.2521,0.9383,2035.5,2020.4,15.1,0.7446,-0.4746,-0.6131,-0.6971,27
2026-04-27 09:15:00+05:30,APLAPOLLO.NS,0.5687,3.9637,2050.0,2015.9,34.1,1.6916,0.7215,0.5485,-0.3014,8
2026-04-28 09:15:00+05:30,APLAPOLLO.NS,0.5992,0.2655,2014.5,1983.4,31.1,1.5566,-0.3816,-0.0904,-0.005,4
2026-04-29 09:15:00+05:30,APLAPOLLO.NS,0.2257,0.5447,1997.7,1976.6,21.1,1.0606,-0.2818,-0.3371,0.0855,15
2026-04-30 09:15:00+05:30,APLAPOLLO.NS,0.6818,1.7871,1952.0,1921.2,30.8,1.5779,0.3528,0.166,-0.4254,2
2026-05-04 09:15:00+05:30,APLAPOLLO.NS,0.152,3.5056,1929.9,1897.5,32.4,1.6957,0.321,-0.6473,-1.484,6
2026-05-05 09:15:00+05:30,APLAPOLLO.NS,0.3737,0.6642,1874.8,1848.8,26.0,1.3934,0.5712,0.5605,-0.1186,9
2026-05-06 09:15:00+05:30,APLAPOLLO.NS,0.979,0.9735,1897.9,1879.4,18.5,0.9748,-0.4255,-0.5053,-0.1596,15
2026-05-07 09:15:00+05:30,APLAPOLLO.NS,0.6257,1.4923,1951.3,1928.5,22.8,1.1813,0.2103,0.2821,0.6667,7
2026-05-08 09:15:00+05:30,APLAPOLLO.NS,1.735,0.6525,2011.3,1970.5,40.8,2.0285,-0.6319,-0.9959,-1.1172,2
2026-05-11 09:15:00+05:30,APLAPOLLO.NS,0.0205,0.9682,1954.2,1932.9,21.2999,1.0925,-0.3904,0.1027,-0.0103,18
2026-05-12 09:15:00+05:30,APLAPOLLO.NS,0.0922,0.4182,1960.9,1926.4,34.5,1.7687,-0.2751,-0.7838,-1.0849,7
2026-05-13 09:15:00+05:30,APLAPOLLO.NS,0.5779,0.6605,1899.3,1869.5,29.8,1.5893,-0.7694,0.0265,0.5306,8
