Datetime,Symbol,RVOL,Future_15m,Future_30m,Future_60m,Rank
2026-05-18 14:15:00+05:30,ASIANPAINT.NS,1.8169,0.0613,0.046,0.2377,1
2026-05-18 14:30:00+05:30,ASIANPAINT.NS,1.901,-0.0153,0.161,0.8891,2
2026-05-18 14:45:00+05:30,ASIANPAINT.NS,2.1435,0.1763,0.1916,0.6746,6
2026-05-18 15:00:00+05:30,ASIANPAINT.NS,3.6633,0.0153,0.727,0.2104,10
2026-05-18 15:15:00+05:30,ASIANPAINT.NS,2.33,0.7116,0.482,0.3673,17
2026-05-19 09:15:00+05:30,ASIANPAINT.NS,1.1397,-0.2279,-0.5128,-0.0228,12
2026-05-19 09:30:00+05:30,ASIANPAINT.NS,0.7308,-0.2855,-0.1142,0.3541,26
2026-05-19 09:45:00+05:30,ASIANPAINT.NS,0.3972,0.1718,0.4925,0.6796,28
2026-05-19 10:00:00+05:30,ASIANPAINT.NS,0.3514,0.3202,0.4688,0.0915,26
2026-05-19 10:15:00+05:30,ASIANPAINT.NS,0.3415,0.1482,0.1862,-0.3001,27
2026-05-19 10:30:00+05:30,ASIANPAINT.NS,0.453,0.0379,-0.3756,-0.1669,20
2026-05-19 10:45:00+05:30,ASIANPAINT.NS,0.4552,-0.4134,-0.4854,-0.1896,20
2026-05-19 11:00:00+05:30,ASIANPAINT.NS,0.5305,-0.0723,0.2094,0.0876,18
2026-05-19 11:15:00+05:30,ASIANPAINT.NS,0.5364,0.282,0.2972,-0.061,13
2026-05-19 11:30:00+05:30,ASIANPAINT.NS,0.6086,0.0152,-0.1216,-0.2242,14
2026-05-19 11:45:00+05:30,ASIANPAINT.NS,0.6368,-0.1368,-0.3572,-0.2964,10
2026-05-19 12:00:00+05:30,ASIANPAINT.NS,0.5977,-0.2207,-0.1027,-0.1446,13
2026-05-19 12:15:00+05:30,ASIANPAINT.NS,0.5807,0.1182,0.061,0.0381,18
2026-05-19 12:30:00+05:30,ASIANPAINT.NS,0.7201,-0.0571,-0.0419,-0.2399,11
2026-05-19 12:45:00+05:30,ASIANPAINT.NS,0.467,0.0152,-0.0229,-0.3049,18
2026-05-19 13:00:00+05:30,ASIANPAINT.NS,0.5834,-0.0381,-0.1981,-0.2705,9
2026-05-19 13:15:00+05:30,ASIANPAINT.NS,0.6184,-0.1601,-0.2821,-0.3697,14
2026-05-19 13:30:00+05:30,ASIANPAINT.NS,0.7066,-0.1222,-0.0725,-0.565,8
2026-05-19 13:45:00+05:30,ASIANPAINT.NS,0.6821,0.0497,-0.0879,-0.5007,8
2026-05-19 14:00:00+05:30,ASIANPAINT.NS,0.8495,-0.1375,-0.4929,-0.596,13
2026-05-19 14:15:00+05:30,ASIANPAINT.NS,2.0145,-0.3558,-0.4132,-0.6198,4
2026-05-19 14:30:00+05:30,ASIANPAINT.NS,1.1545,-0.0576,-0.1037,-1.0213,19
2026-05-19 14:45:00+05:30,ASIANPAINT.NS,1.4011,-0.0461,-0.2074,-0.1037,18
2026-05-19 15:00:00+05:30,ASIANPAINT.NS,3.2845,-0.1614,-0.9186,0.1845,12
2026-05-19 15:15:00+05:30,ASIANPAINT.NS,3.3358,-0.7584,0.1039,-0.0693,15
2026-05-20 09:15:00+05:30,ASIANPAINT.NS,1.3306,0.8689,1.1133,0.7526,13
2026-05-20 09:30:00+05:30,ASIANPAINT.NS,1.0129,0.2423,-0.1731,0.0808,16
2026-05-20 09:45:00+05:30,ASIANPAINT.NS,0.8921,-0.4143,-0.3568,-0.1074,16
2026-05-20 10:00:00+05:30,ASIANPAINT.NS,0.5335,0.0578,0.2543,0.2388,20
2026-05-20 10:15:00+05:30,ASIANPAINT.NS,0.4046,0.1964,0.2503,0.3966,23
2026-05-20 10:30:00+05:30,ASIANPAINT.NS,0.6481,0.0538,-0.0154,0.0269,12
2026-05-20 10:45:00+05:30,ASIANPAINT.NS,0.37,-0.0691,0.1459,-0.0346,24
2026-05-20 11:00:00+05:30,ASIANPAINT.NS,0.3983,0.2152,0.0423,0.0269,22
2026-05-20 11:15:00+05:30,ASIANPAINT.NS,0.3645,-0.1726,-0.1802,-0.1687,24
2026-05-20 11:30:00+05:30,ASIANPAINT.NS,0.5499,-0.0077,-0.0154,0.3073,12
2026-05-20 11:45:00+05:30,ASIANPAINT.NS,0.275,-0.0077,0.0115,0.315,23
2026-05-20 12:00:00+05:30,ASIANPAINT.NS,0.369,0.0192,0.3227,0.1921,16
2026-05-20 12:15:00+05:30,ASIANPAINT.NS,0.3026,0.3035,0.3035,0.0384,20
2026-05-20 12:30:00+05:30,ASIANPAINT.NS,0.6035,0.0,-0.1302,-0.134,7
2026-05-20 12:45:00+05:30,ASIANPAINT.NS,0.5063,-0.1302,-0.2643,-0.1302,12
2026-05-20 13:00:00+05:30,ASIANPAINT.NS,0.8769,-0.1342,-0.0038,0.0383,6
2026-05-20 13:15:00+05:30,ASIANPAINT.NS,0.6607,0.1306,0.1344,0.1536,11
2026-05-20 13:30:00+05:30,ASIANPAINT.NS,0.5234,0.0038,0.0422,0.0307,10
2026-05-20 13:45:00+05:30,ASIANPAINT.NS,1.4343,0.0383,0.0192,-0.0882,2
2026-05-20 14:00:00+05:30,ASIANPAINT.NS,1.9747,-0.0192,-0.0115,-0.3757,1
2026-05-20 14:15:00+05:30,ASIANPAINT.NS,0.8741,0.0077,-0.1074,-0.3681,13
2026-05-20 14:30:00+05:30,ASIANPAINT.NS,1.4718,-0.115,-0.3642,0.9546,8
2026-05-20 14:45:00+05:30,ASIANPAINT.NS,1.3393,-0.2495,-0.261,1.0478,8
2026-05-20 15:00:00+05:30,ASIANPAINT.NS,4.0358,-0.0115,1.3236,1.2351,3
2026-05-20 15:15:00+05:30,ASIANPAINT.NS,4.4634,1.3353,1.3122,0.939,5
2026-05-21 09:15:00+05:30,ASIANPAINT.NS,2.6248,-0.0228,-0.0873,-0.6494,2
2026-05-21 09:30:00+05:30,ASIANPAINT.NS,1.201,-0.0646,-0.3684,-0.3608,19
2026-05-21 09:45:00+05:30,ASIANPAINT.NS,0.9428,-0.3041,-0.5625,-0.6347,11
2026-05-21 10:00:00+05:30,ASIANPAINT.NS,1.7142,-0.2592,0.0076,-0.4422,4
2026-05-21 10:15:00+05:30,ASIANPAINT.NS,1.5549,0.2676,-0.0726,0.1338,5
2026-05-21 10:30:00+05:30,ASIANPAINT.NS,2.6549,-0.3393,-0.4498,-0.2059,1
2026-05-21 10:45:00+05:30,ASIANPAINT.NS,0.4861,-0.1109,0.2066,0.218,20
2026-05-21 11:00:00+05:30,ASIANPAINT.NS,0.5033,0.3178,0.2451,0.3063,18
2026-05-21 11:15:00+05:30,ASIANPAINT.NS,0.919,-0.0725,0.0115,0.0802,15
2026-05-21 11:30:00+05:30,ASIANPAINT.NS,0.4977,0.084,0.0611,0.0917,16
2026-05-21 11:45:00+05:30,ASIANPAINT.NS,0.629,-0.0229,0.0687,0.0534,15
2026-05-21 12:00:00+05:30,ASIANPAINT.NS,1.0174,0.0916,0.0305,0.1145,8
2026-05-21 12:15:00+05:30,ASIANPAINT.NS,0.9225,-0.061,-0.0153,-0.103,12
2026-05-21 12:30:00+05:30,ASIANPAINT.NS,1.7455,0.0458,0.084,0.0153,2
2026-05-21 12:45:00+05:30,ASIANPAINT.NS,0.7056,0.0381,-0.0877,-0.2251,8
2026-05-21 13:00:00+05:30,ASIANPAINT.NS,0.7573,-0.1258,-0.0686,-0.3699,10
2026-05-21 13:15:00+05:30,ASIANPAINT.NS,0.7957,0.0573,-0.1375,-0.2635,9
2026-05-21 13:30:00+05:30,ASIANPAINT.NS,0.7767,-0.1946,-0.3015,-0.4694,12
2026-05-21 13:45:00+05:30,ASIANPAINT.NS,0.6987,-0.1071,-0.1262,-0.3365,12
2026-05-21 14:00:00+05:30,ASIANPAINT.NS,1.2054,-0.0191,-0.1684,-0.5703,5
2026-05-21 14:15:00+05:30,ASIANPAINT.NS,1.0519,-0.1493,-0.2106,-0.513,8
2026-05-21 14:30:00+05:30,ASIANPAINT.NS,1.1544,-0.0613,-0.4026,0.6403,15
2026-05-21 14:45:00+05:30,ASIANPAINT.NS,1.2871,-0.3414,-0.3031,1.4616,11
2026-05-21 15:00:00+05:30,ASIANPAINT.NS,2.6327,0.0385,1.047,2.2211,16
2026-05-21 15:15:00+05:30,ASIANPAINT.NS,2.6634,1.0082,1.77,2.2318,16
2026-05-22 09:15:00+05:30,ASIANPAINT.NS,1.3336,0.7543,1.1619,0.9143,8
2026-05-22 09:30:00+05:30,ASIANPAINT.NS,1.5661,0.4046,0.4537,0.2155,7
2026-05-22 09:45:00+05:30,ASIANPAINT.NS,3.4451,0.049,-0.2448,-0.2297,1
2026-05-22 10:00:00+05:30,ASIANPAINT.NS,2.4401,-0.2936,-0.2371,0.0188,2
2026-05-22 10:15:00+05:30,ASIANPAINT.NS,1.0212,0.0566,0.0151,0.2378,7
2026-05-22 10:30:00+05:30,ASIANPAINT.NS,0.6469,-0.0415,0.2566,0.0943,12
2026-05-22 10:45:00+05:30,ASIANPAINT.NS,0.4997,0.2982,0.2227,0.0076,18
2026-05-22 11:00:00+05:30,ASIANPAINT.NS,1.2398,-0.0753,-0.1618,-0.0263,5
2026-05-22 11:15:00+05:30,ASIANPAINT.NS,1.1936,-0.0866,-0.2147,-0.4143,7
2026-05-22 11:30:00+05:30,ASIANPAINT.NS,1.5832,-0.1282,0.1357,0.1319,4
2026-05-22 11:45:00+05:30,ASIANPAINT.NS,0.447,0.2642,-0.2,0.3736,21
2026-05-22 12:00:00+05:30,ASIANPAINT.NS,0.3909,-0.463,-0.0038,0.2033,19
2026-05-22 12:15:00+05:30,ASIANPAINT.NS,1.7729,0.4614,0.5748,0.571,2
2026-05-22 12:30:00+05:30,ASIANPAINT.NS,0.6991,0.1129,0.207,-0.2334,10
2026-05-22 12:45:00+05:30,ASIANPAINT.NS,0.7238,0.094,-0.0038,-0.094,7
2026-05-22 13:00:00+05:30,ASIANPAINT.NS,0.8479,-0.0977,-0.4395,-0.263,8
2026-05-22 13:15:00+05:30,ASIANPAINT.NS,0.7943,-0.3422,-0.0902,-0.1241,10
2026-05-22 13:30:00+05:30,ASIANPAINT.NS,0.8223,0.2528,0.1773,0.1773,9
2026-05-22 13:45:00+05:30,ASIANPAINT.NS,0.5344,-0.0753,-0.0339,-0.5721,19
2026-05-22 14:00:00+05:30,ASIANPAINT.NS,1.1115,0.0414,0.0,-0.4972,8
2026-05-22 14:15:00+05:30,ASIANPAINT.NS,0.6604,-0.0414,-0.5384,-0.6137,22
2026-05-22 14:30:00+05:30,ASIANPAINT.NS,0.6202,-0.4972,-0.4972,0.5913,25
2026-05-22 14:45:00+05:30,ASIANPAINT.NS,1.0347,0.0,-0.0757,0.9955,20
2026-05-22 15:00:00+05:30,ASIANPAINT.NS,1.5762,-0.0757,1.0939,1.0485,27
2026-05-22 15:15:00+05:30,ASIANPAINT.NS,2.2409,1.1705,1.0721,1.1743,27
2026-05-25 09:15:00+05:30,ASIANPAINT.NS,0.7984,-0.0973,-0.0449,0.1123,18
2026-05-25 09:30:00+05:30,ASIANPAINT.NS,0.9329,0.0525,0.1012,0.3036,19
2026-05-25 09:45:00+05:30,ASIANPAINT.NS,0.6021,0.0487,0.1573,0.1686,23
2026-05-25 10:00:00+05:30,ASIANPAINT.NS,0.4112,0.1086,0.2022,-0.03,26
2026-05-25 10:15:00+05:30,ASIANPAINT.NS,0.4125,0.0935,0.0112,-0.2057,23
2026-05-25 10:30:00+05:30,ASIANPAINT.NS,0.2104,-0.0822,-0.2317,-0.3101,30
2026-05-25 10:45:00+05:30,ASIANPAINT.NS,0.1615,-0.1496,-0.2169,-0.1309,30
2026-05-25 11:00:00+05:30,ASIANPAINT.NS,0.2575,-0.0674,-0.0787,0.0562,25
2026-05-25 11:15:00+05:30,ASIANPAINT.NS,1.5722,-0.0112,0.0862,0.1424,4
2026-05-25 11:30:00+05:30,ASIANPAINT.NS,0.2876,0.0975,0.1349,0.1799,24
2026-05-25 11:45:00+05:30,ASIANPAINT.NS,0.3356,0.0374,0.0562,-0.0075,24
2026-05-25 12:00:00+05:30,ASIANPAINT.NS,0.364,0.0187,0.0449,-0.0749,20
2026-05-25 12:15:00+05:30,ASIANPAINT.NS,0.705,0.0262,-0.0636,-0.0749,9
2026-05-25 12:30:00+05:30,ASIANPAINT.NS,0.5002,-0.0898,-0.1197,-0.2918,15
2026-05-25 12:45:00+05:30,ASIANPAINT.NS,0.572,-0.03,-0.0112,-0.2359,20
2026-05-25 13:00:00+05:30,ASIANPAINT.NS,0.616,0.0187,-0.1723,-0.281,14
2026-05-25 13:15:00+05:30,ASIANPAINT.NS,0.522,-0.191,-0.2247,-0.4345,11
2026-05-25 13:30:00+05:30,ASIANPAINT.NS,0.7401,-0.0338,-0.1088,-0.3002,12
2026-05-25 13:45:00+05:30,ASIANPAINT.NS,0.773,-0.0751,-0.2102,-0.2102,9
2026-05-25 14:00:00+05:30,ASIANPAINT.NS,0.9585,-0.1352,-0.1916,-0.1615,8
2026-05-25 14:15:00+05:30,ASIANPAINT.NS,1.3326,-0.0564,0.0,-0.015,10
2026-05-25 14:30:00+05:30,ASIANPAINT.NS,1.0731,0.0565,0.0301,-0.143,18
2026-05-25 14:45:00+05:30,ASIANPAINT.NS,1.1046,-0.0263,-0.015,-0.2784,12
2026-05-25 15:00:00+05:30,ASIANPAINT.NS,1.4655,0.0113,-0.1731,-0.3085,17
2026-05-25 15:15:00+05:30,ASIANPAINT.NS,2.2392,-0.1843,-0.2634,-0.2144,16
2026-05-26 09:15:00+05:30,ASIANPAINT.NS,0.9083,-0.0792,-0.1357,0.147,14
2026-05-26 09:30:00+05:30,ASIANPAINT.NS,0.6471,-0.0566,0.049,0.1509,25
2026-05-26 09:45:00+05:30,ASIANPAINT.NS,0.5699,0.1057,0.2831,0.3699,22
2026-05-26 10:00:00+05:30,ASIANPAINT.NS,0.4601,0.1772,0.1018,0.3959,21
2026-05-26 10:15:00+05:30,ASIANPAINT.NS,0.8513,-0.0753,0.0866,0.0828,13
2026-05-26 10:30:00+05:30,ASIANPAINT.NS,0.5355,0.162,0.2938,0.2109,19
2026-05-26 10:45:00+05:30,ASIANPAINT.NS,0.5971,0.1316,-0.0038,-0.1617,19
2026-05-26 11:00:00+05:30,ASIANPAINT.NS,0.5409,-0.1352,-0.0826,-0.2704,24
2026-05-26 11:15:00+05:30,ASIANPAINT.NS,0.532,0.0527,-0.1579,-0.1279,21
2026-05-26 11:30:00+05:30,ASIANPAINT.NS,0.5832,-0.2105,-0.1879,-0.2481,17
2026-05-26 11:45:00+05:30,ASIANPAINT.NS,0.7701,0.0226,0.0301,-0.0904,12
2026-05-26 12:00:00+05:30,ASIANPAINT.NS,0.5429,0.0075,-0.0603,-0.2109,19
2026-05-26 12:15:00+05:30,ASIANPAINT.NS,0.5495,-0.0678,-0.1205,-0.113,15
2026-05-26 12:30:00+05:30,ASIANPAINT.NS,0.4294,-0.0527,-0.1507,-0.0188,24
2026-05-26 12:45:00+05:30,ASIANPAINT.NS,0.7291,-0.098,0.0075,-0.0679,18
2026-05-26 13:00:00+05:30,ASIANPAINT.NS,0.6302,0.1057,0.1321,-0.0377,18
2026-05-26 13:15:00+05:30,ASIANPAINT.NS,0.7241,0.0264,-0.0754,-0.2563,11
2026-05-26 13:30:00+05:30,ASIANPAINT.NS,0.6492,-0.1018,-0.1696,-0.4635,12
2026-05-26 13:45:00+05:30,ASIANPAINT.NS,0.6189,-0.0679,-0.1811,-0.1962,19
2026-05-26 14:00:00+05:30,ASIANPAINT.NS,0.8834,-0.1133,-0.2945,0.034,14
2026-05-26 14:15:00+05:30,ASIANPAINT.NS,1.5538,-0.1814,-0.0151,-0.0718,8
2026-05-26 14:30:00+05:30,ASIANPAINT.NS,2.0782,0.1666,0.3294,1.0526,4
2026-05-26 14:45:00+05:30,ASIANPAINT.NS,1.8196,0.1625,-0.0567,0.7749,5
2026-05-26 15:00:00+05:30,ASIANPAINT.NS,3.4848,-0.2189,0.7208,0.7925,6
2026-05-26 15:15:00+05:30,ASIANPAINT.NS,2.8791,0.9417,0.832,1.093,16
2026-05-27 09:15:00+05:30,ASIANPAINT.NS,2.3828,-0.1087,0.0712,-0.0749,4
2026-05-27 09:30:00+05:30,ASIANPAINT.NS,1.0281,0.18,0.2588,-0.0713,11
2026-05-27 09:45:00+05:30,ASIANPAINT.NS,1.5367,0.0786,-0.146,0.3669,6
2026-05-27 10:00:00+05:30,ASIANPAINT.NS,1.2808,-0.2245,-0.3292,0.0187,7
2026-05-27 10:15:00+05:30,ASIANPAINT.NS,0.6942,-0.105,0.5137,0.6599,14
2026-05-27 10:30:00+05:30,ASIANPAINT.NS,1.1563,0.6193,0.3491,0.7432,3
2026-05-27 10:45:00+05:30,ASIANPAINT.NS,1.8172,-0.2686,0.1455,-0.1007,1
2026-05-27 11:00:00+05:30,ASIANPAINT.NS,1.202,0.4152,0.3927,0.2992,3
2026-05-27 11:15:00+05:30,ASIANPAINT.NS,2.6959,-0.0224,-0.2459,-0.1751,1
2026-05-27 11:30:00+05:30,ASIANPAINT.NS,0.8042,-0.2235,-0.0931,-0.082,9
2026-05-27 11:45:00+05:30,ASIANPAINT.NS,0.6391,0.1307,0.0709,0.1195,10
2026-05-27 12:00:00+05:30,ASIANPAINT.NS,0.6138,-0.0597,0.0112,-0.2014,10
2026-05-27 12:15:00+05:30,ASIANPAINT.NS,0.5084,0.0709,0.0485,-0.1642,9
2026-05-27 12:30:00+05:30,ASIANPAINT.NS,1.0075,-0.0224,-0.2125,-0.2312,9
2026-05-27 12:45:00+05:30,ASIANPAINT.NS,0.5586,-0.1902,-0.2126,-0.0858,11
2026-05-27 13:00:00+05:30,ASIANPAINT.NS,0.9439,-0.0224,-0.0187,0.1084,2
2026-05-27 13:15:00+05:30,ASIANPAINT.NS,2.1625,0.0037,0.1271,0.0,3
2026-05-27 13:30:00+05:30,ASIANPAINT.NS,0.3813,0.1233,0.1271,-0.1383,19
2026-05-27 13:45:00+05:30,ASIANPAINT.NS,0.476,0.0037,-0.1269,-0.2837,12
2026-05-27 14:00:00+05:30,ASIANPAINT.NS,0.7461,-0.1306,-0.265,-0.2762,11
2026-05-27 14:15:00+05:30,ASIANPAINT.NS,0.6092,-0.1346,-0.157,-0.0187,21
2026-05-27 14:30:00+05:30,ASIANPAINT.NS,1.4232,-0.0225,-0.0112,-0.2433,11
2026-05-27 14:45:00+05:30,ASIANPAINT.NS,1.4244,0.0112,0.1385,-0.146,14
2026-05-27 15:00:00+05:30,ASIANPAINT.NS,2.1799,0.1273,-0.2321,0.3593,20
2026-05-27 15:15:00+05:30,ASIANPAINT.NS,3.1291,-0.3589,-0.2841,0.1645,16
2026-05-29 09:15:00+05:30,ASIANPAINT.NS,0.8613,0.075,0.5928,0.0976,30
2026-05-29 09:30:00+05:30,ASIANPAINT.NS,0.9845,0.5174,0.4499,0.3224,27
2026-05-29 09:45:00+05:30,ASIANPAINT.NS,1.1516,-0.0671,-0.4923,-0.2238,19
2026-05-29 10:00:00+05:30,ASIANPAINT.NS,0.9237,-0.4255,-0.1269,-0.265,15
2026-05-29 10:15:00+05:30,ASIANPAINT.NS,0.9735,0.2999,0.2699,0.0225,13
2026-05-29 10:30:00+05:30,ASIANPAINT.NS,1.0173,-0.0299,-0.1383,-0.299,9
2026-05-29 10:45:00+05:30,ASIANPAINT.NS,0.626,-0.1084,-0.2467,-0.3962,18
2026-05-29 11:00:00+05:30,ASIANPAINT.NS,0.5149,-0.1385,-0.1609,-0.0823,20
2026-05-29 11:15:00+05:30,ASIANPAINT.NS,1.0426,-0.0225,-0.1499,0.2211,10
2026-05-29 11:30:00+05:30,ASIANPAINT.NS,0.6267,-0.1274,0.0787,0.3898,20
2026-05-29 11:45:00+05:30,ASIANPAINT.NS,0.6032,0.2064,0.3715,0.4091,17
2026-05-29 12:00:00+05:30,ASIANPAINT.NS,0.4022,0.1648,0.3108,-0.1273,25
2026-05-29 12:15:00+05:30,ASIANPAINT.NS,2.8042,0.1458,0.0374,-0.0374,1
2026-05-29 12:30:00+05:30,ASIANPAINT.NS,1.0626,-0.1083,-0.4368,-0.1269,8
2026-05-29 12:45:00+05:30,ASIANPAINT.NS,0.814,-0.3289,-0.0748,0.1495,12
2026-05-29 13:00:00+05:30,ASIANPAINT.NS,0.7708,0.255,0.3112,1.395,13
2026-05-29 13:15:00+05:30,ASIANPAINT.NS,1.7373,0.0561,0.2244,1.6009,3
2026-05-29 13:30:00+05:30,ASIANPAINT.NS,0.588,0.1682,1.0804,0.2991,14
2026-05-29 13:45:00+05:30,ASIANPAINT.NS,0.7624,0.9106,1.3734,0.6121,9
2026-05-29 14:00:00+05:30,ASIANPAINT.NS,29.0329,0.4586,-0.773,-1.4239,1
2026-05-29 14:15:00+05:30,ASIANPAINT.NS,6.4391,-1.2259,-0.751,-1.6456,1
2026-05-29 14:30:00+05:30,ASIANPAINT.NS,3.0839,0.4808,-0.656,3.3433,1
2026-05-29 14:45:00+05:30,ASIANPAINT.NS,1.2994,-1.1313,-0.9014,1.2575,19
2026-05-29 15:00:00+05:30,ASIANPAINT.NS,8.9733,0.2326,4.0257,2.7613,27
2026-05-29 15:15:00+05:30,ASIANPAINT.NS,5.5946,3.7842,2.1785,2.3132,27
2026-06-01 09:15:00+05:30,ASIANPAINT.NS,1.0244,-1.5472,-1.2154,-1.659,4
2026-06-01 09:30:00+05:30,ASIANPAINT.NS,0.7957,0.337,0.1319,0.0989,6
2026-06-01 09:45:00+05:30,ASIANPAINT.NS,0.5606,-0.2045,-0.4491,-0.3797,9
2026-06-01 10:00:00+05:30,ASIANPAINT.NS,0.2394,-0.2451,-0.0329,-0.1719,12
2026-06-01 10:15:00+05:30,ASIANPAINT.NS,0.1891,0.2127,0.0697,-0.7225,11
2026-06-01 10:30:00+05:30,ASIANPAINT.NS,0.1617,-0.1427,-0.1391,-1.6761,13
2026-06-01 10:45:00+05:30,ASIANPAINT.NS,0.1926,0.0037,-0.7916,-1.6529,15
2026-06-01 11:00:00+05:30,ASIANPAINT.NS,0.1018,-0.7952,-1.5392,-1.5245,17
2026-06-01 11:15:00+05:30,ASIANPAINT.NS,0.3229,-0.7499,-0.8681,-0.8053,7
2026-06-01 11:30:00+05:30,ASIANPAINT.NS,0.3086,-0.1191,0.0149,-0.2419,6
2026-06-01 11:45:00+05:30,ASIANPAINT.NS,0.1292,0.1342,0.0633,-0.0484,18
2026-06-01 12:00:00+05:30,ASIANPAINT.NS,0.1601,-0.0707,-0.2568,-0.6438,11
2026-06-01 12:15:00+05:30,ASIANPAINT.NS,0.1957,-0.1862,-0.1117,-0.6852,10
2026-06-01 12:30:00+05:30,ASIANPAINT.NS,0.0906,0.0746,-0.388,-0.7574,17
2026-06-01 12:45:00+05:30,ASIANPAINT.NS,0.0529,-0.4623,-0.5742,-1.0365,27
2026-06-01 13:00:00+05:30,ASIANPAINT.NS,0.1557,-0.1124,-0.3708,-0.4645,18
2026-06-01 13:15:00+05:30,ASIANPAINT.NS,0.1801,-0.2587,-0.465,-0.795,9
2026-06-01 13:30:00+05:30,ASIANPAINT.NS,0.2285,-0.2068,-0.094,-0.8271,9
2026-06-01 13:45:00+05:30,ASIANPAINT.NS,0.1839,0.113,-0.3315,-0.7309,13
2026-06-01 14:00:00+05:30,ASIANPAINT.NS,0.421,-0.444,-0.7338,-0.8768,8
2026-06-01 14:15:00+05:30,ASIANPAINT.NS,0.8276,-0.2911,-0.4007,-0.3213,18
2026-06-01 14:30:00+05:30,ASIANPAINT.NS,2.0063,-0.1099,-0.144,0.3563,6
2026-06-01 14:45:00+05:30,ASIANPAINT.NS,1.4558,-0.0342,0.0797,0.2808,15
2026-06-01 15:00:00+05:30,ASIANPAINT.NS,2.2562,0.1139,0.5011,-0.0494,23
2026-06-01 15:15:00+05:30,ASIANPAINT.NS,3.1041,0.3868,0.201,-0.383,23
2026-06-02 09:15:00+05:30,ASIANPAINT.NS,1.017,-0.1851,-0.5477,-0.272,23
2026-06-02 09:30:00+05:30,ASIANPAINT.NS,1.0767,-0.3633,-0.5828,-0.685,24
2026-06-02 09:45:00+05:30,ASIANPAINT.NS,0.3704,-0.2203,0.2773,-0.5849,29
2026-06-02 10:00:00+05:30,ASIANPAINT.NS,0.6523,0.4987,-0.1028,-0.5063,25
2026-06-02 10:15:00+05:30,ASIANPAINT.NS,0.3583,-0.5985,-0.8598,-0.553,30
2026-06-02 10:30:00+05:30,ASIANPAINT.NS,0.5689,-0.2629,-0.4039,-0.2591,25
2026-06-02 10:45:00+05:30,ASIANPAINT.NS,0.3758,-0.1414,0.3095,-0.1872,29
2026-06-02 11:00:00+05:30,ASIANPAINT.NS,0.2707,0.4515,0.1454,-0.0344,27
2026-06-02 11:15:00+05:30,ASIANPAINT.NS,0.5342,-0.3047,-0.4951,-0.6285,22
2026-06-02 11:30:00+05:30,ASIANPAINT.NS,0.2849,-0.191,-0.1796,0.6686,27
2026-06-02 11:45:00+05:30,ASIANPAINT.NS,1.0659,0.0115,-0.134,1.4813,5
2026-06-02 12:00:00+05:30,ASIANPAINT.NS,0.328,-0.1454,0.8497,1.3587,28
2026-06-02 12:15:00+05:30,ASIANPAINT.NS,0.3259,0.9966,1.6175,1.6826,25
2026-06-02 12:30:00+05:30,ASIANPAINT.NS,0.8506,0.6148,0.5047,0.8084,9
2026-06-02 12:45:00+05:30,ASIANPAINT.NS,1.1678,-0.1094,0.0641,0.5356,7
2026-06-02 13:00:00+05:30,ASIANPAINT.NS,0.8566,0.1737,0.3021,0.4645,8
2026-06-02 13:15:00+05:30,ASIANPAINT.NS,0.7458,0.1282,0.4712,0.1696,11
2026-06-02 13:30:00+05:30,ASIANPAINT.NS,0.7457,0.3426,0.1619,-0.0452,12
2026-06-02 13:45:00+05:30,ASIANPAINT.NS,1.4707,-0.1801,-0.3001,-0.3039,2
2026-06-02 14:00:00+05:30,ASIANPAINT.NS,0.8398,-0.1203,-0.2067,0.0864,9
2026-06-02 14:15:00+05:30,ASIANPAINT.NS,1.4284,-0.0865,-0.0038,0.2107,5
2026-06-02 14:30:00+05:30,ASIANPAINT.NS,0.8121,0.0829,0.2938,0.0565,21
2026-06-02 14:45:00+05:30,ASIANPAINT.NS,0.7647,0.2107,0.2145,0.4478,26
2026-06-02 15:00:00+05:30,ASIANPAINT.NS,1.5356,0.0038,-0.2366,-0.1089,27
2026-06-02 15:15:00+05:30,ASIANPAINT.NS,1.8261,-0.2403,0.2328,-0.0789,28
2026-06-03 09:15:00+05:30,ASIANPAINT.NS,1.2997,0.4743,0.128,-0.3614,10
2026-06-03 09:30:00+05:30,ASIANPAINT.NS,2.7528,-0.3447,-0.311,-1.0453,2
2026-06-03 09:45:00+05:30,ASIANPAINT.NS,1.2204,0.0338,-0.4887,-0.5338,9
2026-06-03 10:00:00+05:30,ASIANPAINT.NS,0.782,-0.5224,-0.7366,-0.3232,7
2026-06-03 10:15:00+05:30,ASIANPAINT.NS,2.2074,-0.2153,-0.0453,0.3627,2
2026-06-03 10:30:00+05:30,ASIANPAINT.NS,0.6076,0.1704,0.4165,0.7269,16
2026-06-03 10:45:00+05:30,ASIANPAINT.NS,0.2286,0.2457,0.4082,0.1928,28
2026-06-03 11:00:00+05:30,ASIANPAINT.NS,0.417,0.1621,0.3092,-0.0679,23
2026-06-03 11:15:00+05:30,ASIANPAINT.NS,0.2882,0.1468,-0.2146,0.1129,26
2026-06-03 11:30:00+05:30,ASIANPAINT.NS,1.008,-0.3608,-0.3759,0.218,7
2026-06-03 11:45:00+05:30,ASIANPAINT.NS,0.4365,-0.0151,0.3282,0.3621,20
2026-06-03 12:00:00+05:30,ASIANPAINT.NS,0.6599,0.3433,0.5961,0.2792,15
