Rank,Count,Avg_Return,Median_Return,Win_Rate,Avg_Win,Avg_Loss,Expectancy
1,56,-0.04586428571428571,-0.03255,48.214285714285715,0.9043074074074074,-0.9305068965517241,-0.045864285714285635
2,56,0.15589107142857145,-0.07325,44.642857142857146,1.082544,-0.5914096774193548,0.1558910714285715
3,56,0.191325,0.02665,53.57142857142857,0.7940166666666667,-0.5040884615384614,0.19132500000000002
4,56,-0.10750535714285715,-0.011,48.214285714285715,0.5104481481481481,-0.6828413793103448,-0.10750535714285711
5,56,-0.04530357142857142,-0.11374999999999999,48.214285714285715,0.4572259259259259,-0.5131758620689656,-0.045303571428571415
6,56,-0.004860714285714297,-0.0688,41.07142857142857,0.6689304347826087,-0.4893,-0.013598214285714338
7,56,0.09209107142857142,-0.07289999999999999,42.857142857142854,0.7546583333333334,-0.41789354838709675,0.0846286866359447
8,56,0.09435178571428571,0.03135,51.78571428571429,0.6577896551724138,-0.5108222222222222,0.09435178571428582
9,56,0.014880357142857141,0.03955,53.57142857142857,0.38189000000000006,-0.4085923076923077,0.014880357142857153
10,56,0.02748035714285715,-0.07475000000000001,46.42857142857143,0.6114115384615384,-0.47859333333333337,0.027480357142857126
11,56,0.10388214285714284,0.001,50.0,0.6418857142857143,-0.4341214285714286,0.10388214285714284
12,56,0.10389821428571429,0.1079,53.57142857142857,0.63534,-0.5093038461538462,0.10389821428571427
13,56,0.08253392857142859,0.0446,53.57142857142857,0.41101333333333334,-0.2964807692307692,0.08253392857142858
14,56,0.2875267857142857,0.0378,57.14285714285714,0.7897000000000001,-0.38203750000000003,0.2875267857142857
15,56,0.03395892857142857,-0.01765,46.42857142857143,0.4666269230769231,-0.35277931034482757,0.02765929802955669
16,56,0.2551107142857143,0.1892,62.5,0.6872657142857144,-0.4651476190476191,0.2551107142857143
17,56,-0.044285714285714275,-0.032549999999999996,46.42857142857143,0.41376538461538465,-0.44126333333333323,-0.04428571428571418
18,56,0.08718035714285713,-0.02735,42.857142857142854,0.6612125,-0.34334375,0.0871803571428571
19,56,0.05569642857142857,-0.0155,48.214285714285715,0.5463074074074074,-0.4154035714285715,0.04827850765306119
20,56,0.053151785714285714,-0.0892,44.642857142857146,0.69072,-0.4928103448275862,0.03555141625615771
21,56,0.1348410714285714,0.08549999999999999,57.14285714285714,0.542484375,-0.4086833333333333,0.1348410714285714
22,56,0.10331964285714286,0.093,60.71428571428571,0.4384382352941177,-0.414590909090909,0.10331964285714285
23,56,-0.07544107142857144,-0.07105,46.42857142857143,0.4766038461538461,-0.55388,-0.07544107142857145
24,56,0.02759285714285714,0.02485,50.0,0.5093214285714285,-0.4541357142857142,0.02759285714285714
25,56,0.03678571428571429,-0.035250000000000004,48.214285714285715,0.730174074074074,-0.6087827586206898,0.036785714285714255
26,56,0.14009285714285716,0.1132,60.71428571428571,0.5566617647058822,-0.5036954545454546,0.140092857142857
27,56,0.00046964285714285397,-0.11935000000000001,46.42857142857143,0.5295307692307692,-0.4580499999999999,0.0004696428571429323
28,56,0.15974285714285716,0.13340000000000002,58.92857142857143,0.6867060606060607,-0.5963347826086955,0.15974285714285724
29,56,0.15924999999999997,0.1683,69.64285714285714,0.5604307692307693,-0.7611058823529412,0.15925
30,56,0.07206964285714286,0.02955,50.0,0.8602428571428573,-0.7161035714285714,0.07206964285714296
