Datetime,Symbol,GAP,Future_15m,Future_30m,Future_60m,Rank
2026-06-17 09:15:00+05:30,DMART.NS,0.3,0.1535,0.0567,0.1275,12
2026-06-18 09:15:00+05:30,DMART.NS,0.0907,-0.0999,-0.1672,-0.0627,20
2026-06-19 09:15:00+05:30,DMART.NS,-0.4197,-0.051,0.1529,-0.359,22
2026-06-22 09:15:00+05:30,DMART.NS,0.2297,-0.1988,-0.0925,-0.1525,18
2026-06-23 09:15:00+05:30,DMART.NS,-0.3902,0.4559,0.8493,0.9904,27
2026-06-24 09:15:00+05:30,DMART.NS,0.0501,-0.0045,-0.0453,-0.8048,19
2026-06-25 09:15:00+05:30,DMART.NS,0.3923,0.3251,0.4819,-0.452,15
2026-05-19 09:15:00+05:30,GAIL.NS,0.1748,-0.0378,-0.4729,-0.662,15
2026-05-20 09:15:00+05:30,GAIL.NS,-0.2882,0.3805,0.5576,0.1115,7
2026-05-21 09:15:00+05:30,GAIL.NS,0.3856,0.0835,0.0,0.0706,22
2026-05-22 09:15:00+05:30,GAIL.NS,-1.8615,0.5199,1.0073,2.5346,29
2026-05-25 09:15:00+05:30,GAIL.NS,1.2813,0.1987,1.5594,1.9026,6
2026-05-26 09:15:00+05:30,GAIL.NS,-0.4273,0.2696,0.2157,0.2397,29
2026-05-27 09:15:00+05:30,GAIL.NS,-0.149,-0.0356,-0.1067,0.2726,26
2026-05-29 09:15:00+05:30,GAIL.NS,0.5799,-0.4984,-0.8365,-0.7535,7
2026-06-01 09:15:00+05:30,GAIL.NS,-0.784,-0.2486,-0.673,-0.1576,27
2026-06-02 09:15:00+05:30,GAIL.NS,-0.6159,-0.2457,0.0614,0.2027,14
2026-06-03 09:15:00+05:30,GAIL.NS,-0.5687,0.2265,-0.1163,0.5755,28
2026-06-04 09:15:00+05:30,GAIL.NS,-0.6906,-0.2575,0.4291,0.8827,30
2026-06-05 09:15:00+05:30,GAIL.NS,0.3574,0.0237,-0.1126,-0.0059,16
2026-06-08 09:15:00+05:30,GAIL.NS,-0.9583,0.0479,0.4908,0.1257,14
2026-06-09 09:15:00+05:30,GAIL.NS,0.5653,-0.1137,-0.6642,-0.2214,15
2026-06-10 09:15:00+05:30,GAIL.NS,-0.0954,0.024,0.054,0.036,19
2026-06-11 09:15:00+05:30,GAIL.NS,-0.4756,0.3952,0.0359,-0.2934,19
2026-06-12 09:15:00+05:30,GAIL.NS,0.5842,0.006,0.1077,0.1556,24
2026-06-15 09:15:00+05:30,GAIL.NS,1.5484,0.1378,0.1091,1.2459,11
2026-06-16 09:15:00+05:30,GAIL.NS,0.5986,0.2826,0.0565,-0.3561,7
2026-06-17 09:15:00+05:30,GAIL.NS,0.2158,-0.5315,-0.5315,-0.0848,17
2026-06-18 09:15:00+05:30,GAIL.NS,0.4344,0.1433,0.1032,0.0115,5
2026-06-19 09:15:00+05:30,GAIL.NS,-0.0057,-0.4089,-0.0965,0.0114,5
2026-06-22 09:15:00+05:30,GAIL.NS,0.5175,-0.1482,-0.0171,0.3534,6
2026-06-23 09:15:00+05:30,GAIL.NS,0.1186,-0.471,-0.5562,-0.9421,18
2026-06-24 09:15:00+05:30,GAIL.NS,0.2531,-0.3206,-0.2404,-0.0744,15
2026-06-25 09:15:00+05:30,GAIL.NS,0.1773,-0.2336,-0.564,-0.621,20
2026-05-19 09:15:00+05:30,LODHA.NS,-0.8044,-0.6335,-0.7761,0.8903,29
2026-05-20 09:15:00+05:30,LODHA.NS,-0.9975,0.2991,-0.6211,-1.2537,26
2026-05-21 09:15:00+05:30,LODHA.NS,0.7046,0.1897,-0.5691,-0.3794,11
2026-05-22 09:15:00+05:30,LODHA.NS,0.5827,-0.1592,0.0114,0.1762,4
2026-05-25 09:15:00+05:30,LODHA.NS,1.6803,-0.2214,-0.4041,-0.3377,1
2026-05-26 09:15:00+05:30,LODHA.NS,0.0,0.2432,0.5693,0.304,17
2026-05-27 09:15:00+05:30,LODHA.NS,0.6971,0.6166,1.2004,1.1568,3
2026-05-29 09:15:00+05:30,LODHA.NS,0.3204,0.5681,1.2053,1.9964,15
2026-06-01 09:15:00+05:30,LODHA.NS,0.3251,-1.5503,-1.742,-2.1736,16
2026-06-02 09:15:00+05:30,LODHA.NS,-0.5543,1.2353,1.0866,1.6414,13
2026-06-03 09:15:00+05:30,LODHA.NS,-0.0166,-1.1717,-1.4421,-1.4759,18
2026-06-04 09:15:00+05:30,LODHA.NS,-0.5588,-0.1202,1.5106,2.1401,27
2026-06-05 09:15:00+05:30,LODHA.NS,0.3686,-0.7004,-1.1173,-0.4558,14
2026-06-08 09:15:00+05:30,LODHA.NS,-1.7307,-0.2739,0.4906,0.6675,26
2026-06-09 09:15:00+05:30,LODHA.NS,-0.976,0.6737,0.8209,0.7699,30
2026-06-10 09:15:00+05:30,LODHA.NS,0.1577,0.4639,0.2376,-0.0622,7
2026-06-11 09:15:00+05:30,LODHA.NS,-0.2089,0.6765,0.7756,1.3063,10
2026-06-12 09:15:00+05:30,LODHA.NS,1.9643,-1.039,-1.687,-1.6423,1
2026-06-15 09:15:00+05:30,LODHA.NS,2.8505,-0.382,-0.6833,0.1722,1
2026-06-16 09:15:00+05:30,LODHA.NS,0.5538,-0.7391,-0.3021,0.027,10
2026-06-17 09:15:00+05:30,LODHA.NS,-2.1437,0.5393,-0.2972,-0.6163,30
2026-06-18 09:15:00+05:30,LODHA.NS,0.1858,-0.0598,-0.1467,-0.1032,17
2026-06-19 09:15:00+05:30,LODHA.NS,-0.7413,0.3673,0.7182,0.455,29
2026-06-22 09:15:00+05:30,LODHA.NS,0.5718,-0.2701,-0.2593,-0.3457,4
2026-06-23 09:15:00+05:30,LODHA.NS,0.1295,0.0,0.4828,2.677,16
2026-06-24 09:15:00+05:30,LODHA.NS,-0.1754,-0.9901,-1.1533,-0.8378,27
2026-06-25 09:15:00+05:30,LODHA.NS,1.7692,-0.4133,-0.6767,-1.6272,1
2026-05-19 09:15:00+05:30,PIDILITIND.NS,0.331,-0.0818,-0.2113,0.0,7
2026-05-20 09:15:00+05:30,PIDILITIND.NS,-1.0784,0.5921,0.6826,0.7871,27
2026-05-21 09:15:00+05:30,PIDILITIND.NS,1.1267,0.2516,0.0612,0.1088,3
2026-05-22 09:15:00+05:30,PIDILITIND.NS,-0.0339,-0.3205,-0.1091,-0.1023,26
2026-05-25 09:15:00+05:30,PIDILITIND.NS,1.5797,-0.18,-0.4933,-0.4733,2
2026-05-26 09:15:00+05:30,PIDILITIND.NS,-0.3165,-0.1287,-0.2236,-0.1626,28
2026-05-27 09:15:00+05:30,PIDILITIND.NS,-0.1827,0.1625,0.088,0.1828,27
2026-05-29 09:15:00+05:30,PIDILITIND.NS,-0.1353,-0.2241,-0.034,-0.1222,26
2026-06-01 09:15:00+05:30,PIDILITIND.NS,-0.3093,-0.1154,-0.3734,-0.2715,24
2026-06-02 09:15:00+05:30,PIDILITIND.NS,-1.8117,0.0485,0.1455,0.4157,30
2026-06-03 09:15:00+05:30,PIDILITIND.NS,-0.3162,0.1649,-0.3435,0.0344,23
2026-06-04 09:15:00+05:30,PIDILITIND.NS,-0.354,-0.3931,-0.2508,-0.1152,19
2026-06-05 09:15:00+05:30,PIDILITIND.NS,0.1971,-0.0882,-0.2306,-0.0271,22
2026-06-08 09:15:00+05:30,PIDILITIND.NS,-1.3102,-0.089,0.1643,0.0479,24
2026-06-09 09:15:00+05:30,PIDILITIND.NS,0.4521,0.1153,-0.0271,-0.1085,21
2026-06-10 09:15:00+05:30,PIDILITIND.NS,0.1212,0.298,0.1854,-0.1986,9
2026-06-11 09:15:00+05:30,PIDILITIND.NS,-0.3584,0.1336,0.0936,0.2272,14
2026-06-12 09:15:00+05:30,PIDILITIND.NS,1.4078,0.2754,-0.1639,0.6163,7
2026-06-15 09:15:00+05:30,PIDILITIND.NS,1.6607,0.0128,0.0064,0.2172,8
2026-06-16 09:15:00+05:30,PIDILITIND.NS,0.7385,0.0192,-0.1534,-0.2556,5
2026-06-17 09:15:00+05:30,PIDILITIND.NS,0.261,-0.1076,0.0569,-0.0633,16
2026-06-18 09:15:00+05:30,PIDILITIND.NS,-0.1837,0.2853,0.0824,-0.0697,30
2026-06-19 09:15:00+05:30,PIDILITIND.NS,-0.702,0.0063,0.3988,0.3039,28
2026-06-22 09:15:00+05:30,PIDILITIND.NS,0.1836,0.2682,0.3129,0.2235,19
2026-06-23 09:15:00+05:30,PIDILITIND.NS,-0.4516,0.6341,1.116,0.6341,29
2026-06-24 09:15:00+05:30,PIDILITIND.NS,0.3191,-0.1143,-0.3557,0.0318,9
2026-06-25 09:15:00+05:30,PIDILITIND.NS,0.9538,0.0624,0.4621,0.3872,2
2026-05-19 09:15:00+05:30,ZYDUSLIFE.NS,0.782,0.3236,0.3784,0.5078,3
2026-05-20 09:15:00+05:30,ZYDUSLIFE.NS,4.1613,1.3622,1.1196,0.4152,1
2026-05-21 09:15:00+05:30,ZYDUSLIFE.NS,1.0285,0.3602,0.2833,-0.5955,6
2026-05-22 09:15:00+05:30,ZYDUSLIFE.NS,0.4003,-0.1435,-0.4113,-0.44,8
2026-05-25 09:15:00+05:30,ZYDUSLIFE.NS,1.0687,-0.1387,0.0957,-0.0383,9
2026-05-26 09:15:00+05:30,ZYDUSLIFE.NS,0.238,0.1068,-0.2787,-0.2833,8
2026-05-27 09:15:00+05:30,ZYDUSLIFE.NS,-0.0789,-0.18,0.0231,0.0369,22
2026-05-29 09:15:00+05:30,ZYDUSLIFE.NS,0.8694,-0.6038,-0.1126,-0.1892,3
2026-06-01 09:15:00+05:30,ZYDUSLIFE.NS,0.5475,1.5436,1.8877,2.4642,9
2026-06-02 09:15:00+05:30,ZYDUSLIFE.NS,-0.2204,0.0368,-0.0276,-0.5435,7
2026-06-03 09:15:00+05:30,ZYDUSLIFE.NS,-0.8625,0.0939,-0.0751,-1.1641,29
2026-06-04 09:15:00+05:30,ZYDUSLIFE.NS,-0.5762,0.3174,0.9801,1.2415,28
2026-06-05 09:15:00+05:30,ZYDUSLIFE.NS,0.1199,0.1009,0.1193,0.0642,24
2026-06-08 09:15:00+05:30,ZYDUSLIFE.NS,-1.0009,-0.1644,0.0,-0.1004,19
2026-06-09 09:15:00+05:30,ZYDUSLIFE.NS,-0.138,0.0453,0.0091,0.4715,29
2026-06-10 09:15:00+05:30,ZYDUSLIFE.NS,0.3618,0.7765,0.3341,0.6771,2
2026-06-11 09:15:00+05:30,ZYDUSLIFE.NS,-0.59,0.0726,-0.4266,0.236,23
2026-06-12 09:15:00+05:30,ZYDUSLIFE.NS,0.4792,-0.4211,-0.7616,-0.2688,26
2026-06-15 09:15:00+05:30,ZYDUSLIFE.NS,0.5431,-0.3004,0.0819,0.1639,26
2026-06-16 09:15:00+05:30,ZYDUSLIFE.NS,0.2941,-0.1934,0.129,0.0461,18
2026-06-17 09:15:00+05:30,ZYDUSLIFE.NS,-0.9168,0.0653,-0.1213,-0.3266,29
2026-06-18 09:15:00+05:30,ZYDUSLIFE.NS,0.0377,1.0392,0.7584,1.1516,21
2026-06-19 09:15:00+05:30,ZYDUSLIFE.NS,0.0,-0.2411,-0.4357,-0.343,4
2026-06-22 09:15:00+05:30,ZYDUSLIFE.NS,-0.3451,-0.2705,-0.3358,-0.2985,28
2026-06-23 09:15:00+05:30,ZYDUSLIFE.NS,0.783,0.0274,0.3191,0.5652,3
2026-06-24 09:15:00+05:30,ZYDUSLIFE.NS,0.9001,-0.4188,-0.7039,-0.9979,1
2026-06-25 09:15:00+05:30,ZYDUSLIFE.NS,0.2456,-0.1813,0.1904,0.5078,18
2026-05-19 09:15:00+05:30,ACC.NS,0.9603,-0.2195,-0.2195,0.2708,2
2026-05-20 09:15:00+05:30,ACC.NS,-0.5074,0.0074,0.0816,0.0668,18
2026-05-21 09:15:00+05:30,ACC.NS,0.7399,0.1985,-0.1691,-0.0294,10
2026-05-22 09:15:00+05:30,ACC.NS,0.4122,0.044,0.0587,0.2349,7
2026-05-25 09:15:00+05:30,ACC.NS,0.6544,-0.175,0.0,0.2479,20
2026-05-26 09:15:00+05:30,ACC.NS,-0.1442,0.238,0.375,0.8149,22
2026-05-27 09:15:00+05:30,ACC.NS,-0.0353,-0.3451,-0.2817,0.2113,19
2026-05-29 09:15:00+05:30,ACC.NS,0.063,-0.2458,-0.4003,-0.4776,22
2026-06-01 09:15:00+05:30,ACC.NS,0.093,-0.4218,-0.6149,-0.6077,19
2026-06-02 09:15:00+05:30,ACC.NS,-0.2201,0.3569,0.6022,0.9442,6
2026-06-03 09:15:00+05:30,ACC.NS,0.3063,-0.2136,-0.5302,-0.0736,8
2026-06-04 09:15:00+05:30,ACC.NS,-0.4294,-0.4136,-0.096,-0.0739,22
2026-06-05 09:15:00+05:30,ACC.NS,1.1926,0.1691,-0.25,-0.7721,2
2026-06-08 09:15:00+05:30,ACC.NS,-0.8874,-0.6744,-0.6069,-0.9441,12
2026-06-09 09:15:00+05:30,ACC.NS,0.9755,0.1367,-0.0076,0.0759,3
2026-06-10 09:15:00+05:30,ACC.NS,-0.2265,-0.2802,-0.0606,-0.0303,24
2026-06-11 09:15:00+05:30,ACC.NS,-0.9877,0.0,-0.0461,0.5145,29
2026-06-12 09:15:00+05:30,ACC.NS,0.4591,-0.2957,-0.4398,-0.4094,28
2026-06-15 09:15:00+05:30,ACC.NS,1.9003,-0.1175,-0.0955,-0.1028,5
2026-06-16 09:15:00+05:30,ACC.NS,0.3399,-0.1399,-0.0883,-0.4565,15
2026-06-17 09:15:00+05:30,ACC.NS,0.4374,0.0813,-0.2291,-0.2957,6
2026-06-18 09:15:00+05:30,ACC.NS,0.3704,-0.0811,0.0737,-0.1401,7
2026-06-19 09:15:00+05:30,ACC.NS,-0.5925,-0.0515,-0.0956,-0.4558,26
2026-06-22 09:15:00+05:30,ACC.NS,0.2972,-0.1555,-0.1111,-0.0889,16
2026-06-23 09:15:00+05:30,ACC.NS,0.0222,-0.0296,0.2738,-0.2146,21
2026-06-24 09:15:00+05:30,ACC.NS,0.0225,-0.0972,0.1794,0.1047,21
2026-06-25 09:15:00+05:30,ACC.NS,-0.0815,0.3835,0.2139,-0.4794,28
2026-05-19 09:15:00+05:30,ALKEM.NS,-0.1188,0.9457,1.3004,1.6914,22
2026-05-20 09:15:00+05:30,ALKEM.NS,-0.8684,-0.1003,0.0638,-0.2735,22
2026-05-21 09:15:00+05:30,ALKEM.NS,0.4504,0.0827,0.0644,0.285,20
2026-05-22 09:15:00+05:30,ALKEM.NS,0.0636,-1.0333,-0.6035,-0.7864,24
2026-05-25 09:15:00+05:30,ALKEM.NS,0.9807,-0.1197,-0.0552,-0.6536,10
2026-05-26 09:15:00+05:30,ALKEM.NS,0.2037,-0.5312,-0.2423,-0.2516,9
2026-05-27 09:15:00+05:30,ALKEM.NS,0.6506,-0.037,0.037,-0.25,4
2026-05-29 09:15:00+05:30,ALKEM.NS,4.1005,-0.9245,-1.0204,-1.7094,1
2026-06-01 09:15:00+05:30,ALKEM.NS,-3.0199,1.5791,1.4296,1.6446,30
2026-06-02 09:15:00+05:30,ALKEM.NS,0.6024,0.1034,0.0658,-0.1409,1
2026-06-03 09:15:00+05:30,ALKEM.NS,0.2479,-0.6492,-0.8497,-0.7447,9
2026-06-04 09:15:00+05:30,ALKEM.NS,-0.4551,0.1049,0.7725,0.8679,24
2026-06-05 09:15:00+05:30,ALKEM.NS,0.5216,-0.1701,-0.3403,-0.5766,8
2026-06-08 09:15:00+05:30,ALKEM.NS,-0.9807,-0.5151,0.3625,1.4786,16
2026-06-09 09:15:00+05:30,ALKEM.NS,0.0838,0.2135,-0.4362,-0.0186,26
2026-06-10 09:15:00+05:30,ALKEM.NS,-0.1494,0.1302,-0.0837,0.5952,21
2026-06-11 09:15:00+05:30,ALKEM.NS,-0.6699,0.1696,-0.3863,-0.0848,25
2026-06-12 09:15:00+05:30,ALKEM.NS,0.2829,0.0,-0.3279,0.0843,30
2026-06-15 09:15:00+05:30,ALKEM.NS,0.3586,-0.047,-0.1503,0.3006,28
2026-06-16 09:15:00+05:30,ALKEM.NS,0.2062,-0.0374,0.1495,0.0187,22
2026-06-17 09:15:00+05:30,ALKEM.NS,0.2712,-0.084,0.056,-0.028,13
2026-06-18 09:15:00+05:30,ALKEM.NS,-0.1403,-0.1119,-0.289,0.0746,28
2026-06-19 09:15:00+05:30,ALKEM.NS,-0.5026,-0.056,-0.0467,0.1866,24
2026-06-22 09:15:00+05:30,ALKEM.NS,0.3722,0.028,-0.1306,-0.3078,9
2026-06-23 09:15:00+05:30,ALKEM.NS,1.2682,-0.0091,0.283,0.0913,1
2026-06-24 09:15:00+05:30,ALKEM.NS,0.6481,-0.1919,-0.3381,-0.1279,4
2026-06-25 09:15:00+05:30,ALKEM.NS,0.5526,-0.0092,-0.0366,-0.0732,10
2026-05-19 09:15:00+05:30,APLAPOLLO.NS,0.4264,0.15,-0.2518,0.3107,5
2026-05-20 09:15:00+05:30,APLAPOLLO.NS,-0.9501,-0.3415,-0.1084,-0.1735,25
2026-05-21 09:15:00+05:30,APLAPOLLO.NS,1.1416,0.4403,0.1879,-0.0913,2
2026-05-22 09:15:00+05:30,APLAPOLLO.NS,-0.3579,-0.3396,-0.3666,0.0593,28
2026-05-25 09:15:00+05:30,APLAPOLLO.NS,0.7958,-0.0845,0.0634,0.1743,15
2026-05-26 09:15:00+05:30,APLAPOLLO.NS,-0.0158,0.0477,0.0159,-0.4873,20
2026-05-27 09:15:00+05:30,APLAPOLLO.NS,-0.1117,0.6109,3.7781,3.4727,24
2026-05-29 09:15:00+05:30,APLAPOLLO.NS,1.8582,-0.8469,-1.2997,-0.8735,2
2026-06-01 09:15:00+05:30,APLAPOLLO.NS,0.4094,0.072,0.0,-0.0776,13
2026-06-02 09:15:00+05:30,APLAPOLLO.NS,-1.3793,0.1967,0.1518,-0.0506,27
2026-06-03 09:15:00+05:30,APLAPOLLO.NS,0.5935,-0.1365,-0.3355,-0.0341,2
2026-06-04 09:15:00+05:30,APLAPOLLO.NS,-0.432,-0.2109,-0.0278,0.7438,23
2026-06-05 09:15:00+05:30,APLAPOLLO.NS,0.6359,1.2701,1.2042,1.2317,6
2026-06-08 09:15:00+05:30,APLAPOLLO.NS,-1.7722,-0.4457,0.5516,0.7688,27
2026-06-09 09:15:00+05:30,APLAPOLLO.NS,0.5635,-0.1701,-0.472,-0.9165,16
2026-06-10 09:15:00+05:30,APLAPOLLO.NS,0.0556,-0.0223,0.1842,0.201,11
2026-06-11 09:15:00+05:30,APLAPOLLO.NS,-0.4933,0.5008,-0.0569,0.1024,21
2026-06-12 09:15:00+05:30,APLAPOLLO.NS,1.5759,-0.0611,-0.5276,-0.5831,4
2026-06-15 09:15:00+05:30,APLAPOLLO.NS,1.6648,-0.1035,-0.218,-0.0763,7
2026-06-16 09:15:00+05:30,APLAPOLLO.NS,0.5235,-0.0271,0.396,0.2387,12
2026-06-17 09:15:00+05:30,APLAPOLLO.NS,0.0271,0.2724,0.4576,0.1035,20
2026-06-18 09:15:00+05:30,APLAPOLLO.NS,0.3338,0.0756,0.3782,0.0324,8
2026-06-19 09:15:00+05:30,APLAPOLLO.NS,-0.3817,0.0108,0.0054,-0.2046,18
2026-06-22 09:15:00+05:30,APLAPOLLO.NS,0.3366,-0.2827,-0.064,-0.0107,14
2026-06-23 09:15:00+05:30,APLAPOLLO.NS,0.384,-0.1994,-0.1455,-0.097,7
2026-06-24 09:15:00+05:30,APLAPOLLO.NS,-0.1194,-0.8675,-1.4841,-0.8021,26
2026-06-25 09:15:00+05:30,APLAPOLLO.NS,0.4819,-0.0166,-0.2441,-0.3384,12
2026-05-19 09:15:00+05:30,ASTRAL.NS,-1.1969,-1.3303,-2.5002,-3.2221,30
2026-05-20 09:15:00+05:30,ASTRAL.NS,-0.1177,0.151,0.2814,-0.0686,3
2026-05-21 09:15:00+05:30,ASTRAL.NS,1.794,-0.0409,0.2928,0.606,1
2026-05-22 09:15:00+05:30,ASTRAL.NS,0.3108,-0.3148,0.7166,1.5337,10
2026-05-25 09:15:00+05:30,ASTRAL.NS,1.3232,-0.4496,0.3276,0.045,5
2026-05-26 09:15:00+05:30,ASTRAL.NS,0.1868,0.5675,0.877,0.4837,10
2026-05-27 09:15:00+05:30,ASTRAL.NS,0.3885,-0.5372,-0.4487,0.0885,7
2026-05-29 09:15:00+05:30,ASTRAL.NS,-0.1626,-0.3016,0.2891,0.088,27
2026-06-01 09:15:00+05:30,ASTRAL.NS,0.714,-0.3834,-0.3578,-0.6901,7
2026-06-02 09:15:00+05:30,ASTRAL.NS,-1.0392,0.1522,0.225,0.2845,26
2026-06-03 09:15:00+05:30,ASTRAL.NS,0.7271,0.4111,-0.1631,-0.4959,1
2026-06-04 09:15:00+05:30,ASTRAL.NS,0.2211,-0.1364,-0.013,-0.2079,7
2026-06-05 09:15:00+05:30,ASTRAL.NS,0.0323,-0.3596,-0.5651,-0.2055,26
2026-06-08 09:15:00+05:30,ASTRAL.NS,-1.2378,-0.0397,1.073,1.3843,22
2026-06-09 09:15:00+05:30,ASTRAL.NS,0.4632,0.2507,0.6794,0.4617,20
2026-06-10 09:15:00+05:30,ASTRAL.NS,0.2752,1.1411,0.8525,0.4197,5
2026-06-11 09:15:00+05:30,ASTRAL.NS,-0.4129,0.7731,0.3732,0.9864,17
2026-06-12 09:15:00+05:30,ASTRAL.NS,1.5837,0.1251,0.0593,0.1712,3
2026-06-15 09:15:00+05:30,ASTRAL.NS,1.7819,-0.4164,-0.8198,-0.8523,6
2026-06-16 09:15:00+05:30,ASTRAL.NS,0.5378,0.0386,0.6111,0.6948,11
2026-06-17 09:15:00+05:30,ASTRAL.NS,0.417,-0.7464,-0.6563,-0.7979,8
2026-06-18 09:15:00+05:30,ASTRAL.NS,0.3194,-0.0955,0.1336,-0.3246,10
2026-06-19 09:15:00+05:30,ASTRAL.NS,-0.5623,-0.375,-0.097,0.0517,25
2026-06-22 09:15:00+05:30,ASTRAL.NS,0.3761,-0.3976,-0.372,-0.4553,8
2026-06-23 09:15:00+05:30,ASTRAL.NS,-0.0514,-0.3183,-0.3883,-0.6429,24
2026-06-24 09:15:00+05:30,ASTRAL.NS,0.4332,0.0459,0.0328,0.7349,8
2026-06-25 09:15:00+05:30,ASTRAL.NS,-0.0455,-0.106,-0.3313,-0.4506,27
2026-05-19 09:15:00+05:30,AUROPHARMA.NS,0.1602,0.1725,0.2124,0.7765,16
2026-05-20 09:15:00+05:30,AUROPHARMA.NS,-0.5024,0.0132,0.9744,0.5004,16
2026-05-21 09:15:00+05:30,AUROPHARMA.NS,0.6788,0.6954,0.9118,0.9643,12
2026-05-22 09:15:00+05:30,AUROPHARMA.NS,-2.2079,0.1012,0.4725,-0.5332,30
2026-05-25 09:15:00+05:30,AUROPHARMA.NS,-0.5535,0.0967,0.6285,0.1727,29
2026-05-26 09:15:00+05:30,AUROPHARMA.NS,0.0275,-0.2539,-0.3157,-0.3088,16
2026-05-27 09:15:00+05:30,AUROPHARMA.NS,0.4722,-0.6365,-0.568,-0.6296,6
2026-05-29 09:15:00+05:30,AUROPHARMA.NS,0.007,-0.2764,-0.2349,-0.3731,23
2026-06-01 09:15:00+05:30,AUROPHARMA.NS,-1.1793,0.5137,0.0139,-0.1874,28
2026-06-02 09:15:00+05:30,AUROPHARMA.NS,0.293,0.7259,0.8097,0.2234,3
2026-06-03 09:15:00+05:30,AUROPHARMA.NS,0.2449,0.5573,1.0101,0.1463,10
2026-06-04 09:15:00+05:30,AUROPHARMA.NS,0.3194,0.4581,0.8746,1.069,5
2026-06-05 09:15:00+05:30,AUROPHARMA.NS,1.3323,0.0673,-0.0808,-0.4443,1
2026-06-08 09:15:00+05:30,AUROPHARMA.NS,-0.4115,0.1022,0.5723,-0.0545,2
2026-06-09 09:15:00+05:30,AUROPHARMA.NS,0.0207,-0.4368,-0.273,-0.2389,27
2026-06-10 09:15:00+05:30,AUROPHARMA.NS,0.3958,0.3681,0.4376,1.6879,1
2026-06-11 09:15:00+05:30,AUROPHARMA.NS,0.1644,0.3618,-0.0478,0.0751,2
2026-06-12 09:15:00+05:30,AUROPHARMA.NS,0.6215,0.0068,-0.2369,-0.264,23
2026-06-15 09:15:00+05:30,AUROPHARMA.NS,-0.4957,-0.8172,-1.43,-1.2394,30
2026-06-16 09:15:00+05:30,AUROPHARMA.NS,0.0071,-0.057,-0.0143,-0.1781,28
2026-06-17 09:15:00+05:30,AUROPHARMA.NS,0.9451,-0.3632,-0.8452,-0.7404,1
2026-06-18 09:15:00+05:30,AUROPHARMA.NS,0.3018,-0.4323,-0.7182,-0.6624,12
2026-06-19 09:15:00+05:30,AUROPHARMA.NS,0.6368,0.0206,0.343,0.4528,1
2026-06-22 09:15:00+05:30,AUROPHARMA.NS,0.1067,0.0932,-0.4525,-0.9049,23
2026-06-23 09:15:00+05:30,AUROPHARMA.NS,0.7239,-0.0658,0.0197,-0.0592,4
2026-06-24 09:15:00+05:30,AUROPHARMA.NS,0.2931,0.0065,-0.2846,-0.2135,12
2026-06-25 09:15:00+05:30,AUROPHARMA.NS,0.0781,0.1228,0.4525,-0.0905,24
2026-05-19 09:15:00+05:30,CGPOWER.NS,0.5997,-0.4535,-0.6006,0.6128,4
2026-05-20 09:15:00+05:30,CGPOWER.NS,-0.0976,-0.0061,0.8023,1.4759,2
2026-05-21 09:15:00+05:30,CGPOWER.NS,1.121,0.3082,-0.1221,0.0349,4
2026-05-22 09:15:00+05:30,CGPOWER.NS,0.3066,0.2841,-0.0928,-0.4812,11
2026-05-25 09:15:00+05:30,CGPOWER.NS,0.8428,0.1653,0.7526,0.0456,13
2026-05-26 09:15:00+05:30,CGPOWER.NS,-0.0058,-0.3724,-0.0115,0.8136,18
2026-05-27 09:15:00+05:30,CGPOWER.NS,0.2328,0.5685,1.1093,0.872,14
2026-05-29 09:15:00+05:30,CGPOWER.NS,0.7542,-0.5981,-1.1748,-1.2176,5
2026-06-01 09:15:00+05:30,CGPOWER.NS,0.8468,-1.0309,-2.0673,-2.1053,6
2026-06-02 09:15:00+05:30,CGPOWER.NS,0.3356,0.3203,1.1127,1.4161,2
2026-06-03 09:15:00+05:30,CGPOWER.NS,0.407,0.2926,-0.1988,-0.3644,5
2026-06-04 09:15:00+05:30,CGPOWER.NS,0.8601,0.3135,0.4649,1.1297,1
2026-06-05 09:15:00+05:30,CGPOWER.NS,1.1675,0.839,-0.4407,-0.4301,3
2026-06-08 09:15:00+05:30,CGPOWER.NS,-2.0466,-0.0377,0.2371,0.3557,29
2026-06-09 09:15:00+05:30,CGPOWER.NS,1.4199,0.1484,0.4067,0.8519,1
2026-06-10 09:15:00+05:30,CGPOWER.NS,-0.2352,0.1385,0.1163,0.3268,25
2026-06-11 09:15:00+05:30,CGPOWER.NS,-0.7378,-0.1205,0.0164,1.3477,27
2026-06-12 09:15:00+05:30,CGPOWER.NS,1.7973,0.0165,0.0823,-0.6361,2
2026-06-15 09:15:00+05:30,CGPOWER.NS,1.2955,1.1746,1.3649,1.9577,16
2026-06-16 09:15:00+05:30,CGPOWER.NS,0.5223,0.0953,-0.0159,-0.5717,13
2026-06-17 09:15:00+05:30,CGPOWER.NS,-0.1382,-0.1377,0.4977,0.8471,26
2026-06-18 09:15:00+05:30,CGPOWER.NS,0.5651,-0.3482,-0.7899,-1.4136,2
2026-06-19 09:15:00+05:30,CGPOWER.NS,-0.2567,-0.307,0.1717,-0.229,14
2026-06-22 09:15:00+05:30,CGPOWER.NS,0.5662,-0.611,-1.0718,-1.0045,5
2026-06-23 09:15:00+05:30,CGPOWER.NS,0.213,-0.2339,-0.343,-0.4053,13
2026-06-24 09:15:00+05:30,CGPOWER.NS,-1.7359,-0.5029,-0.6367,-0.3103,30
