Rank,Count,Avg_Return,Median_Return,Win_Rate,Avg_Win,Avg_Loss,Expectancy
1,676,0.03297100591715976,0.0038,50.14792899408283,0.31731238938053097,-0.25921124620060787,0.0299034172047265
2,676,-0.013980177514792901,-0.01285,46.15384615384615,0.2363477564102564,-0.23701168091168093,-0.018538094455402165
3,676,-0.004218491124260354,-0.02175,45.562130177514796,0.25556980519480516,-0.22657555555555556,-0.006899858645627879
4,676,0.006307248520710058,-0.0059,47.337278106508876,0.241843125,-0.2138190058479532,0.0018790442575867677
5,676,0.008564497041420118,0.0077,50.44378698224852,0.2137897360703812,-0.2084245341614907,0.004556332922929882
6,676,0.016137130177514794,0.0,48.96449704142012,0.22435891238670694,-0.19025255255255258,0.012759865931019757
7,676,-0.010519230769230769,-0.0191,45.26627218934911,0.221068954248366,-0.2053793956043956,-0.012342124813056785
8,677,-0.008176218611521418,0.0,47.71048744460857,0.206656346749226,-0.21577701492537316,-0.01423199894177564
9,677,-0.007346085672082718,-0.0183,46.233382570162476,0.2264552715654952,-0.21488328611898014,-0.010837542315079468
10,677,-0.02033870014771049,-0.013,45.49483013293944,0.21199155844155845,-0.21961861111111114,-0.02325829763663219
11,676,-0.005177958579881657,-0.0223,44.230769230769226,0.22851772575250834,-0.19465338753387534,-0.007481548964897958
12,678,-0.008765781710914454,-0.00915,46.017699115044245,0.20990865384615384,-0.20409914285714287,-0.013582280657395723
13,676,0.004575147928994083,0.00695,50.591715976331365,0.20250935672514617,-0.20676687500000002,0.00029299371301774735
14,676,0.008094970414201184,-0.00515,47.928994082840234,0.2208638888888889,-0.19437558823529416,0.004644516185172254
15,677,-0.005603692762186114,-0.0093,46.82422451994091,0.20625268138801264,-0.19764514285714288,-0.008523118801434915
16,676,0.011236390532544379,0.0,49.556213017751475,0.21296746268656716,-0.19675401234567902,0.006288434600774329
17,676,0.028315088757396446,0.006500000000000001,50.44378698224852,0.22881612903225804,-0.18174475308641977,0.02535770372196651
18,677,-0.019424519940915805,-0.0162,45.199409158050216,0.1964140522875817,-0.20519075630252098,-0.023667755669476084
19,676,-0.0017529585798816542,-0.01285,45.562130177514796,0.2050461038961039,-0.1817491525423729,-0.005516994283421922
20,676,-0.01164275147928994,-0.01105,46.15384615384615,0.20390544871794872,-0.20425428571428572,-0.015872869822485217
21,676,0.0019455621301775147,-0.01065,46.30177514792899,0.2107584664536741,-0.18578218390804596,-0.0021768236074270753
22,678,0.0236547197640118,0.0,47.640117994100294,0.24241052631578947,-0.1852997023809524,0.018461955243011655
23,677,-0.004758493353028065,0.0,49.48301329394387,0.18199492537313436,-0.19392688821752269,-0.007909447223622981
24,680,-0.0030273529411764697,-0.008,48.088235294117645,0.21061314984709478,-0.20381925287356323,-0.004526023918187988
25,676,-0.0014164201183431953,-0.00665,46.74556213017752,0.19829715189873418,-0.18494011627906976,-0.005793700977019381
26,677,0.003099113737075333,0.0,49.48301329394387,0.20500447761194032,-0.20236595744680852,-0.000786790911090865
27,679,0.02512739322533137,0.0,49.189985272459495,0.2266703592814371,-0.17454285714285714,0.022813864927414232
28,677,0.0050262924667651395,-0.0073,47.11964549483013,0.19956332288401255,-0.17315488505747126,0.002468613219239718
29,677,0.011388035450516986,0.0,49.039881831610046,0.19409608433734937,-0.17087409638554218,0.008106848961577456
30,656,0.0008274390243902439,-0.0108,45.88414634146341,0.20707840531561458,-0.18066608187134503,-0.0027528339395236218
