Datetime,Close,High,Low,Open,Volume
2026-04-02 09:15:00+05:30,1171.4000244140625,1193.9000244140625,1170.0,1193.9000244140625,78487
2026-04-02 09:30:00+05:30,1175.0,1176.0,1168.4000244140625,1171.300048828125,82788
2026-04-02 09:45:00+05:30,1165.699951171875,1175.4000244140625,1165.699951171875,1175.199951171875,73870
2026-04-02 10:00:00+05:30,1173.300048828125,1173.4000244140625,1166.199951171875,1166.199951171875,84162
2026-04-02 10:15:00+05:30,1174.0,1174.699951171875,1170.0,1172.5,68068
2026-04-02 10:30:00+05:30,1174.800048828125,1177.5999755859375,1173.5,1173.9000244140625,80602
2026-04-02 10:45:00+05:30,1180.699951171875,1182.0,1174.4000244140625,1174.699951171875,340154
2026-04-02 11:00:00+05:30,1180.5,1182.800048828125,1179.199951171875,1180.699951171875,111310
2026-04-02 11:15:00+05:30,1184.0,1185.300048828125,1180.4000244140625,1180.9000244140625,36329
2026-04-02 11:30:00+05:30,1186.800048828125,1188.199951171875,1183.5999755859375,1184.0,33878
2026-04-02 11:45:00+05:30,1184.5,1189.5999755859375,1184.5,1186.4000244140625,34763
2026-04-02 12:00:00+05:30,1186.300048828125,1187.4000244140625,1184.5999755859375,1184.9000244140625,25776
2026-04-02 12:15:00+05:30,1185.300048828125,1186.9000244140625,1182.0,1186.4000244140625,84543
2026-04-02 12:30:00+05:30,1187.4000244140625,1188.0,1185.300048828125,1185.300048828125,96324
2026-04-02 12:45:00+05:30,1185.0999755859375,1187.300048828125,1184.4000244140625,1187.0999755859375,44233
2026-04-02 13:00:00+05:30,1189.9000244140625,1190.4000244140625,1185.300048828125,1185.4000244140625,156271
2026-04-02 13:15:00+05:30,1189.699951171875,1194.699951171875,1188.699951171875,1190.0,170925
2026-04-02 13:30:00+05:30,1190.4000244140625,1190.800048828125,1188.5,1189.699951171875,39878
2026-04-02 13:45:00+05:30,1189.300048828125,1190.9000244140625,1189.0,1190.0,21175
2026-04-02 14:00:00+05:30,1192.0,1192.199951171875,1188.300048828125,1189.9000244140625,56203
2026-04-02 14:15:00+05:30,1191.9000244140625,1193.699951171875,1190.199951171875,1192.199951171875,41083
2026-04-02 14:30:00+05:30,1190.5,1194.800048828125,1188.9000244140625,1191.9000244140625,114029
2026-04-02 14:45:00+05:30,1195.4000244140625,1195.5,1189.5,1189.5,76275
2026-04-02 15:00:00+05:30,1192.5,1196.300048828125,1190.5999755859375,1193.800048828125,503546
2026-04-02 15:15:00+05:30,1192.4000244140625,1195.5,1189.800048828125,1192.5,541768
2026-04-06 09:15:00+05:30,1178.0,1190.300048828125,1175.9000244140625,1190.0,47843
2026-04-06 09:30:00+05:30,1178.699951171875,1188.199951171875,1176.0,1177.300048828125,122620
2026-04-06 09:45:00+05:30,1172.9000244140625,1178.5,1172.800048828125,1178.5,105718
2026-04-06 10:00:00+05:30,1175.0999755859375,1176.9000244140625,1172.199951171875,1173.800048828125,78978
2026-04-06 10:15:00+05:30,1178.199951171875,1179.4000244140625,1174.199951171875,1175.300048828125,68688
2026-04-06 10:30:00+05:30,1174.5,1178.800048828125,1173.0,1177.199951171875,55825
2026-04-06 10:45:00+05:30,1174.5,1177.5999755859375,1172.300048828125,1174.699951171875,65087
2026-04-06 11:00:00+05:30,1171.5,1174.5999755859375,1170.0999755859375,1174.0,67334
2026-04-06 11:15:00+05:30,1172.9000244140625,1173.9000244140625,1170.9000244140625,1171.5999755859375,47060
