Datetime,Close,High,Low,Open,Volume
2026-05-18 09:15:00+05:30,1219.0,1219.0,1205.699951171875,1206.0999755859375,64536
2026-05-18 09:30:00+05:30,1214.0,1225.5,1210.0999755859375,1220.5,75266
2026-05-18 09:45:00+05:30,1206.800048828125,1213.199951171875,1198.5999755859375,1213.0999755859375,77763
2026-05-18 10:00:00+05:30,1209.0,1209.4000244140625,1203.0,1207.0,42643
2026-05-18 10:15:00+05:30,1207.5999755859375,1213.0,1207.0,1209.0,28318
2026-05-18 10:30:00+05:30,1212.0,1214.699951171875,1204.5,1207.0999755859375,36511
2026-05-18 10:45:00+05:30,1213.300048828125,1214.5,1207.9000244140625,1211.5999755859375,20684
2026-05-18 11:00:00+05:30,1220.0,1221.300048828125,1212.699951171875,1213.4000244140625,32948
2026-05-18 11:15:00+05:30,1225.9000244140625,1226.0,1220.0,1220.0,33829
2026-05-18 11:30:00+05:30,1235.4000244140625,1236.0999755859375,1226.0,1226.0,97293
2026-05-18 11:45:00+05:30,1222.199951171875,1236.5,1222.199951171875,1236.5,56231
2026-05-18 12:00:00+05:30,1224.5,1225.0999755859375,1221.0,1222.5999755859375,42013
2026-05-18 12:15:00+05:30,1227.0,1228.300048828125,1223.0,1224.5999755859375,31060
2026-05-18 12:30:00+05:30,1231.699951171875,1234.4000244140625,1227.199951171875,1227.9000244140625,59505
2026-05-18 12:45:00+05:30,1231.4000244140625,1233.0,1228.0999755859375,1231.699951171875,22738
2026-05-18 13:00:00+05:30,1232.4000244140625,1236.0,1230.199951171875,1231.5,36358
2026-05-18 13:15:00+05:30,1235.300048828125,1236.0,1230.199951171875,1232.800048828125,47998
2026-05-18 13:30:00+05:30,1238.800048828125,1240.699951171875,1236.0,1236.0,36429
2026-05-18 13:45:00+05:30,1247.800048828125,1250.5999755859375,1238.0,1238.4000244140625,80047
2026-05-18 14:00:00+05:30,1243.800048828125,1247.800048828125,1242.0999755859375,1247.800048828125,35829
2026-05-18 14:15:00+05:30,1240.9000244140625,1244.4000244140625,1239.5,1243.199951171875,65178
2026-05-18 14:30:00+05:30,1246.4000244140625,1247.300048828125,1239.0999755859375,1240.199951171875,77256
2026-05-18 14:45:00+05:30,1243.9000244140625,1248.4000244140625,1242.199951171875,1246.800048828125,62556
2026-05-18 15:00:00+05:30,1251.5,1253.4000244140625,1244.0,1244.0,98197
2026-05-18 15:15:00+05:30,1254.9000244140625,1255.4000244140625,1251.5,1251.800048828125,146921
2026-05-19 09:15:00+05:30,1282.699951171875,1284.5999755859375,1254.699951171875,1254.699951171875,120657
